timestamp,type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,targetthreadcreatetime,targetthreadid,fullregionsize,lastprotectionmask,targetaddress,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-09-17 14:59:23.2409243Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",14540,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192596992,134025943010659284,2952,0,2,2,4785074604090418,134025946620402590,14540,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.2775926Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",12232,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192531456,134025943010659284,2952,0,2,2,4785074604090418,134025943012216965,12232,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.2779611Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",12232,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192465920,134025943010659284,2952,0,2,2,4785074604090418,134025943012216965,12232,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.2782662Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",12232,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192400384,134025943010659284,2952,0,2,2,4785074604090418,134025943012216965,12232,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.2798239Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",12232,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192334848,134025943010659284,2952,0,2,2,4785074604090418,134025943012216965,12232,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.2801819Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",12232,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192269312,134025943010659284,2952,0,2,2,4785074604090418,134025943012216965,12232,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.2804961Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",12232,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192203776,134025943010659284,2952,0,2,2,4785074604090418,134025943012216965,12232,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.2811696Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",12232,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192138240,134025943010659284,2952,0,2,2,4785074604090418,134025943012216965,12232,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.2814953Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",12232,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192072704,134025943010659284,2952,0,2,2,4785074604090418,134025943012216965,12232,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.2818041Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 2952 Notepad.exe",12232,,," 2952 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,138490192007168,134025943010659284,2952,0,2,2,4785074604090418,134025943012216965,12232,134025943010659284,2952,0,2,2,4785074604090418,"R-X",4096,134025943010659284,0,2,2,4785074604090418,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.0188812Z","Custom","Injector-Attack",1337,"[<] Before opening process handle"," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.0196043Z","Custom","Injector-Attack",1337,"[>]  After opening process handle"," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.1623897Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,,"12124 svchost.exe",,,,,,,,,,,,18446712763309019136,18446712763308994560,140726305414320,0,775381483520,14916,775383154688,775383121920,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.1781643Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","  888 services.exe",10836,,,"  888 services.exe",,,,,,,,,,,,18446712763259809792,18446712763259785216,140726305414320,0,147702747136,10836,147702415360,147702382592,140726305414320,861460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.2728830Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","  908 lsass.exe",14824,,,"  908 lsass.exe",,,,,,,,,,,,18446712763282104320,18446712763282079744,140726305414320,0,41962823680,14824,41965584384,41965535232,140726305414320,228042940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.5259104Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1072 svchost.exe",13656,,," 1072 svchost.exe",,,,,,,,,,,,18446712763350732800,18446712763350708224,140726305414320,0,815812935680,13656,815813623808,815813591040,140726305414320,60202260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.5259239Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1072 svchost.exe",10708,,," 1072 svchost.exe",,,,,,,,,,,,18446712763330392064,18446712763330367488,140726305414320,0,815812919296,10708,815814148096,815814115328,140726305414320,112829980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.5415991Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10256 ServiceHub.IntellicodeModelService.exe",10436,,,"10256 ServiceHub.IntellicodeModelService.exe",,,,,,,,,,,,18446712763330392064,18446712763330367488,140725141630640,0,620059295744,11012,620058181632,620058165248,140725141630640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.6373504Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","  524 svchost.exe",11316,,,"  524 svchost.exe",,,,,,,,,,,,18446712763275808768,18446712763275784192,140726305414320,0,411563958272,11316,411571322880,411571290112,140726305414320,1045760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.6374153Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","  524 svchost.exe",5084,,,"  524 svchost.exe",,,,,,,,,,,,18446712763272564736,18446712763272540160,140726305414320,0,411563925504,5084,411566080000,411566047232,140726305414320,10631260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.6374946Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","  524 svchost.exe",5624,,,"  524 svchost.exe",,,,,,,,,,,,18446712763273596928,18446712763273572352,140726305414320,0,411563933696,5624,411568177152,411568144384,140726305414320,43651360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.7481781Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1380 svchost.exe",5884,,," 1380 svchost.exe",,,,,,,,,,,,18446712763276787712,18446712763276763136,140726305414320,0,592021229568,5884,592022863872,592022831104,140726305414320,655500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.8430426Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1392 svchost.exe",15108,,," 1392 svchost.exe",,,,,,,,,,,,18446712763272044544,18446712763272019968,140726305414320,0,450023534592,15108,450025226240,450025160704,140726305414320,2109000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.8589003Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1596 svchost.exe",6220,,," 1596 svchost.exe",,,,,,,,,,,,18446712763272708096,18446712763272683520,140726305414320,0,914373455872,6220,914376097792,914376065024,140726305414320,1064760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.8589299Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1596 svchost.exe",9740,,," 1596 svchost.exe",,,,,,,,,,,,18446712763272736768,18446712763272712192,140726305414320,0,914373464064,9740,914376622080,914376589312,140726305414320,766840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.9223376Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1688 svchost.exe",14804,,," 1688 svchost.exe",,,,,,,,,,,,18446712763351105536,18446712763351080960,140726305414320,0,656224452608,14804,656223633408,656223600640,140726305414320,602300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.9223755Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1688 svchost.exe",7804,,," 1688 svchost.exe",,,,,,,,,,,,18446712763319963648,18446712763319939072,140726305414320,0,656224444416,7804,656227172352,656227139584,140726305414320,27697060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.9541578Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1816 svchost.exe",13564,,," 1816 svchost.exe",,,,,,,,,,,,18446712763273625600,18446712763273601024,140726305414320,0,1089775960064,13564,1089779269632,1089779232768,140726305414320,19663860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.9542309Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1816 svchost.exe",13724,,," 1816 svchost.exe",,,,,,,,,,,,18446712763273338880,18446712763273314304,140726305414320,0,1089775951872,13724,1089778221056,1089778188288,140726305414320,18016560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.9542940Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1816 svchost.exe",15448,,," 1816 svchost.exe",,,,,,,,,,,,18446712763273252864,18446712763273228288,140726305414320,0,1089775943680,15448,1089777696768,1089777659904,140726305414320,38456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.9860910Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1892 VBoxService.exe",3644,,," 1892 VBoxService.exe",,,,,,,,,,,,18446712763316973568,18446712763316948992,140726305414320,0,15949824,3644,21954560,21946368,140726305414320,1415120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:24.9861023Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1784 svchost.exe",15980,,," 1784 svchost.exe",,,,,,,,,,,,18446712763353657344,18446712763353632768,140726305414320,0,338090688512,15980,338093932544,338093899776,140726305414320,23230540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
