timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-10-27 10:28:30.8553851Z","2025-10-27 10:28:30.8553851Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1940 svchost.exe",3636,,," 1940 svchost.exe",,,,,,,,,,,,18446672673128927232,18446672673128902656,140737174395840,0,459809882112,3636,459811586048,459811553280,140737174395840,30635220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:30.8555614Z","2025-10-27 10:28:30.8555614Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3172 svchost.exe",9704,,," 3172 svchost.exe",,,,,,,,,,,,18446672673131053056,18446672673131028480,140736653709728,249,113403764736,9704,113407688704,113407655936,140736653709728,16142199360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:30.8555754Z","2025-10-27 10:28:30.8555754Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3172 svchost.exe",3000,,," 3172 svchost.exe",,,,,,,,,,,,18446672673131110400,18446672673131085824,140736653709728,249,113403772928,3000,113408212992,113408180224,140736653709728,48718280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:30.9513685Z","2025-10-27 10:28:30.9513685Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2284 svchost.exe",9140,,," 2284 svchost.exe",,,,,,,,,,,,18446672673115680768,18446672673115656192,140737174395840,0,1033494036480,9140,1033495904256,1033495871488,140737174395840,178220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:30.9513712Z","2025-10-27 10:28:30.9513712Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1336 svchost.exe",5796,,," 1336 svchost.exe",,,,,,,,,,,,18446672673115594752,18446672673115570176,140737174395840,0,441554280448,5796,441553256448,441553223680,140737174395840,393300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:30.9513860Z","2025-10-27 10:28:30.9513860Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 1784 svchost.exe",4452,,," 1784 svchost.exe",,,,,,,,,,,,18446672673176326144,18446672673176301568,140737174395840,0,951414022144,4452,951415996416,951415963648,140737174395840,3897280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:30.9673086Z","2025-10-27 10:28:30.9673086Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2436 svchost.exe",9580,,," 2436 svchost.exe",,,,,,,,,,,,18446672673116082176,18446672673116057600,140737174395840,0,150903431168,9580,150901751808,150901719040,140737174395840,201020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:30.9673103Z","2025-10-27 10:28:30.9673103Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2404 svchost.exe",1760,,," 2404 svchost.exe",,,,,,,,,,,,18446672673115709440,18446672673115684864,140737174395840,0,222665736192,1760,222667735040,222667702272,140737174395840,357200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.0154153Z","2025-10-27 10:28:31.0154153Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2536 svchost.exe",9184,,," 2536 svchost.exe",,,,,,,,,,,,18446672673116196864,18446672673116172288,140737174395840,0,519424745472,9184,519427850240,519427817472,140737174395840,251940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.1591283Z","2025-10-27 10:28:31.1591283Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2728 svchost.exe",9260,,," 2728 svchost.exe",,,,,,,,,,,,18446672673116372992,18446672673116348416,140737174395840,0,505681285120,9260,505679839232,505679806464,140737174395840,313880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
