timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid
"2025-10-27 07:44:05.0811781Z","2025-10-27 07:44:05.0811781Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\vcruntime140_app.dll",,,,,,,,,,,,,,,,,,,140736752254976,140736752254976,155734,118784,1024347489,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0811936Z","2025-10-27 07:44:05.0811936Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\Windows.Web.dll",,,,,,,,,,,,,,,,,,,140736795377664,140736795377664,678716,638976,1581530023,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0812083Z","2025-10-27 07:44:05.0812083Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\Windows.System.Launcher.dll",,,,,,,,,,,,,,,,,,,140736808157184,140736808157184,1589624,1552384,69127905,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0812189Z","2025-10-27 07:44:05.0812189Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\Windows.ApplicationModel.dll",,,,,,,,,,,,,,,,,,,140736809730048,140736809730048,950261,880640,12380328,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0812378Z","2025-10-27 07:44:05.0812378Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\windowsudk.shellcommon.dll",,,,,,,,,,,,,,,,,,,140736854687744,140736854687744,6347568,6369280,2670145628,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0812509Z","2025-10-27 07:44:05.0812509Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\Windows.StateRepositoryClient.dll",,,,,,,,,,,,,,,,,,,140736949256192,140736949256192,333822,290816,994200046,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0812630Z","2025-10-27 07:44:05.0812630Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\BCP47mrm.dll",,,,,,,,,,,,,,,,,,,140736950042624,140736950042624,233481,212992,4048268187,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0812758Z","2025-10-27 07:44:05.0812758Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\Windows.UI.dll",,,,,,,,,,,,,,,,,,,140736954826752,140736954826752,1429330,1376256,46227257,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0812979Z","2025-10-27 07:44:05.0812979Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\MrmCoreR.dll",,,,,,,,,,,,,,,,,,,140736958234624,140736958234624,1166108,1146880,577303274,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0813111Z","2025-10-27 07:44:05.0813111Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\Windows.StateRepositoryCore.dll",,,,,,,,,,,,,,,,,,,140736985432064,140736985432064,121295,106496,2998121198,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 07:44:05.0813244Z","2025-10-27 07:44:05.0813244Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4200 backgroundTaskHost.exe",3968,,," 4200 backgroundTaskHost.exe",,,"C:\Windows\System32\OneCoreUAPCommonProxyStub.dll",,,,,,,,,,,,,,,,,,,140736999522304,140736999522304,6680077,6610944,2584494626,,,,,,,,,,,,,,,,,,,,,,,,
