timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,timedatestamp,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,desiredaccess,returncode,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,lastprotectionmask,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,cycletime
"2025-11-10 14:20:43.8927266Z","2025-11-10 14:20:43.8927266Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs",,,,,,,,,,1762784443892726600,,,,,,,18446714997608157552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8939439Z","2025-11-10 14:20:43.8939439Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.1.log.gz",,,,,,,,,,1762784443893943900,8224,83886148,18446690209782489344,18446690209763402664,9960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8939536Z","2025-11-10 14:20:43.8939536Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.1.log.gz",,,,,,,,,,1762784443893953600,,,,,,,18446714997418897776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8947561Z","2025-11-10 14:20:43.8947561Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.2.log.gz",,,,,,,,,,1762784443894756100,8224,83886148,18446690209782500944,18446690209763402664,9960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8947651Z","2025-11-10 14:20:43.8947651Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.2.log.gz",,,,,,,,,,1762784443894765100,,,,,,,18446714997516968368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8955624Z","2025-11-10 14:20:43.8955624Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start "," 2972 cyserver.exe",4760,,," 9120 cyrprtui.exe",,,"C:\Program Files\Palo Alto Networks\Traps\cyrprtui.exe",,,,,,,,,,1762784443895562400,,,,,,,,134072580438955111,0,649765,"0x","","",2972,65,26091,3,0,1,1738162012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8958601Z","2025-11-10 14:20:43.8958601Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.3.log.gz",,,,,,,,,,1762784443895860100,8224,83886148,18446690209782494144,18446690209763402664,9960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8960765Z","2025-11-10 14:20:43.8960765Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.3.log.gz",,,,,,,,,,1762784443896076500,,,,,,,18446714997192308480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8968632Z","2025-11-10 14:20:43.8968632Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.4.log.gz",,,,,,,,,,1762784443896863200,8224,83886148,18446690209782503744,18446690209763402664,9960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8968743Z","2025-11-10 14:20:43.8968743Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.4.log.gz",,,,,,,,,,1762784443896874300,,,,,,,18446714997192202880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8976110Z","2025-11-10 14:20:43.8976110Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.5.log.gz",,,,,,,,,,1762784443897611000,8224,83886148,18446690209782504544,18446690209763402664,9960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 14:20:43.8976193Z","2025-11-10 14:20:43.8976193Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info "," 2972 cyserver.exe",9960,,,,,,"C:\ProgramData\Cyvera\Prevention\25fd19be-99c8-4b16-a236-c3d9bdf7e4f7\Logs\adaptive_policy.5.log.gz",,,,,,,,,,1762784443897619300,,,,,,,18446714997453021552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
