timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,protectionmask,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,viewsize,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,regionsize,lastprotectionmask
"2025-12-15 14:39:30.5183915Z","ETW","0","0","2025-12-15 14:39:30.5183915Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518391600,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5184234Z","ETW","0","0","2025-12-15 14:39:30.5184234Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518423400,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5184544Z","ETW","0","0","2025-12-15 14:39:30.5184544Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518454400,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5184881Z","ETW","0","0","2025-12-15 14:39:30.5184881Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518488100,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5185194Z","ETW","0","0","2025-12-15 14:39:30.5185194Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518519400,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5185507Z","ETW","0","0","2025-12-15 14:39:30.5185507Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518550700,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5185824Z","ETW","0","0","2025-12-15 14:39:30.5185824Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518582500,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5186140Z","ETW","0","0","2025-12-15 14:39:30.5186140Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518614000,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5186452Z","ETW","0","0","2025-12-15 14:39:30.5186452Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518645200,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5186768Z","ETW","0","0","2025-12-15 14:39:30.5186768Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518676800,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5187079Z","ETW","0","0","2025-12-15 14:39:30.5187079Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518708000,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5187404Z","ETW","0","0","2025-12-15 14:39:30.5187404Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518740400,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5187725Z","ETW","0","0","2025-12-15 14:39:30.5187725Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518772500,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5188043Z","ETW","0","0","2025-12-15 14:39:30.5188043Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518804300,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5188340Z","ETW","0","0","2025-12-15 14:39:30.5188340Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518834000,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5188652Z","ETW","0","0","2025-12-15 14:39:30.5188652Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518865200,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5188945Z","ETW","0","0","2025-12-15 14:39:30.5188945Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518894500,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5189250Z","ETW","0","0","2025-12-15 14:39:30.5189250Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518925000,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5189554Z","ETW","0","0","2025-12-15 14:39:30.5189554Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518955400,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5189855Z","ETW","0","0","2025-12-15 14:39:30.5189855Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570518985500,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5190158Z","ETW","0","0","2025-12-15 14:39:30.5190158Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570519015800,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5190757Z","ETW","0","0","2025-12-15 14:39:30.5190757Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570519075700,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5191146Z","ETW","0","0","2025-12-15 14:39:30.5191146Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570519114600,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5192643Z","ETW","0","0","2025-12-15 14:39:30.5192643Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570519264300,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5193257Z","ETW","0","0","2025-12-15 14:39:30.5193257Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570519325700,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5211831Z","ETW","0","0","2025-12-15 14:39:30.5211831Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521183100,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5212612Z","ETW","0","0","2025-12-15 14:39:30.5212612Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521261200,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5213717Z","ETW","0","0","2025-12-15 14:39:30.5213717Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521371700,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5214073Z","ETW","0","0","2025-12-15 14:39:30.5214073Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521407300,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5214404Z","ETW","0","0","2025-12-15 14:39:30.5214404Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521440400,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5214732Z","ETW","0","0","2025-12-15 14:39:30.5214732Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521473200,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5215056Z","ETW","0","0","2025-12-15 14:39:30.5215056Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521505600,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5215379Z","ETW","0","0","2025-12-15 14:39:30.5215379Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521537900,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5215692Z","ETW","0","0","2025-12-15 14:39:30.5215692Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521569200,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5216200Z","ETW","0","0","2025-12-15 14:39:30.5216200Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570521620000,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5225665Z","ETW","0","0","2025-12-15 14:39:30.5225665Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522566500,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5226068Z","ETW","0","0","2025-12-15 14:39:30.5226068Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522606800,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5226400Z","ETW","0","0","2025-12-15 14:39:30.5226400Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522640000,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5226729Z","ETW","0","0","2025-12-15 14:39:30.5226729Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522672900,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5227046Z","ETW","0","0","2025-12-15 14:39:30.5227046Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522704600,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5227354Z","ETW","0","0","2025-12-15 14:39:30.5227354Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522735400,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5227684Z","ETW","0","0","2025-12-15 14:39:30.5227684Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522768400,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5228013Z","ETW","0","0","2025-12-15 14:39:30.5228013Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522801300,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5228328Z","ETW","0","0","2025-12-15 14:39:30.5228328Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522832800,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5228635Z","ETW","0","0","2025-12-15 14:39:30.5228635Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522863500,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5228955Z","ETW","0","0","2025-12-15 14:39:30.5228955Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522895500,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5229268Z","ETW","0","0","2025-12-15 14:39:30.5229268Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522926800,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5229568Z","ETW","0","0","2025-12-15 14:39:30.5229568Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522956900,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5229865Z","ETW","0","0","2025-12-15 14:39:30.5229865Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570522986500,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5230171Z","ETW","0","0","2025-12-15 14:39:30.5230171Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570523017100,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5230473Z","ETW","0","0","2025-12-15 14:39:30.5230473Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570523047300,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5230778Z","ETW","0","0","2025-12-15 14:39:30.5230778Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570523077800,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5231078Z","ETW","0","0","2025-12-15 14:39:30.5231078Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570523107800,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5231466Z","ETW","0","0","2025-12-15 14:39:30.5231466Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570523146600,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5231777Z","ETW","0","0","2025-12-15 14:39:30.5231777Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570523177700,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5233109Z","ETW","0","0","2025-12-15 14:39:30.5233109Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570523310900,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5233863Z","ETW","0","0","2025-12-15 14:39:30.5233863Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570523386300,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5246417Z","ETW","0","0","2025-12-15 14:39:30.5246417Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570524641700,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5247035Z","ETW","0","0","2025-12-15 14:39:30.5247035Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",6760,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570524703500,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:39:30.5285139Z","ETW","0","0","2025-12-15 14:39:30.5285139Z","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6720 explorer.exe",3936,,," 6720 explorer.exe",,,,,,,,,,,,,1765809570528513900,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
