timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,timestamp_ns,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,allocationtype,viewsize,linksourcename,linktargetname
"2025-12-15 14:08:39.9933906Z","ETW","0","0","2025-12-15 14:08:39.9933906Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\pla.dll",,,,,,,,,,140729316212736,140729316212736,1517526,1515520,2962156484,1765807719993390600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:39.9941368Z","ETW","0","0","2025-12-15 14:08:39.9941368Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,140729795805184,140729795805184,45899,32768,1877205568,1765807719994136800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:39.9945901Z","ETW","0","0","2025-12-15 14:08:39.9945901Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\pdh.dll",,,,,,,,,,140729454755840,140729454755840,367042,331776,2534457362,1765807719994590100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:39.9949985Z","ETW","0","0","2025-12-15 14:08:39.9949985Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,140729611190272,140729611190272,160617,167936,1462743519,1765807719994998500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:39.9953544Z","ETW","0","0","2025-12-15 14:08:39.9953544Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\wevtapi.dll",,,,,,,,,,140729677905920,140729677905920,426752,413696,2497865833,1765807719995354400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:39.9957231Z","ETW","0","0","2025-12-15 14:08:39.9957231Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,140729787023360,140729787023360,705789,708608,3896055862,1765807719995723100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:39.9974829Z","ETW","0","0","2025-12-15 14:08:39.9974829Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\wbem\wbemprox.dll",,,,,,,,,,140729453707264,140729453707264,100412,69632,4018993513,1765807719997482900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:39.9980418Z","ETW","0","0","2025-12-15 14:08:39.9980418Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,140729514393600,140729514393600,604363,589824,25983561,1765807719998041800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:40.0030819Z","ETW","0","0","2025-12-15 14:08:40.0030819Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,140729453576192,140729453576192,84957,81920,449305766,1765807720003081900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:40.0053835Z","ETW","0","0","2025-12-15 14:08:40.0053835Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7872 EDRi.exe",4312,,," 7872 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,140729452199936,140729452199936,1119210,1097728,1929546105,1765807720005383500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:40.6031686Z","myETW","1","1","2025-12-15 14:08:40.603165100Z","EDRi-Provider",4242,"EDRiTask"," 7872 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,,,,,,1765807720603165100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.4157326Z","ETW","1","0","2025-12-15 14:08:41.4157326Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 1752 ApplicationFrameHost.exe",7212,,," 1752 ApplicationFrameHost.exe",,,,,,,,,,,,,,,,,,1765807721415732600,587318,18446684154607632384,18446684154607603712,140729787110256,0,288875102208,7212,288882688000,288882679808,140729787110256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.4311892Z","ETW","1","0","2025-12-15 14:08:41.4311892Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","    4 System",36,,," 6504 ctfmon.exe",,,,,,,,,,,,,,,,,,1765807721431189200,,18446684154607632384,18446684154607603712,140729808179472,0,987597553664,6484,987605499904,987605491712,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.4313750Z","ETW","1","0","2025-12-15 14:08:41.4313750Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 6504 ctfmon.exe",6484,,," 6504 ctfmon.exe",,,,,,,,,,,,,,,,,,1765807721431375000,,18446684154608812032,18446684154608783360,140729808179472,0,987597561856,9008,987606024192,987606016000,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5127887Z","ETW","0","0","2025-12-15 14:08:41.5127887Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5104,,," 9948 <not found>",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,140729787023360,140729787023360,705789,708608,3896055862,1765807721512788700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5128697Z","ETW","0","0","2025-12-15 14:08:41.5128697Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5104,,," 9948 <not found>",,,"C:\Windows\System32\thumbcache.dll",,,,,,,,,,140729174654976,140729174654976,443657,421888,3661098699,1765807721512869700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5135317Z","ETW","1","0","2025-12-15 14:08:41.5135317Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9948 <not found>",5104,,," 9948 <not found>",,,,,,,,,,,,,,,,,,1765807721513531700,33519359,18446684154606084096,18446684154606055424,140729796719712,0,466340229120,5104,466348933120,466348900352,140729796719712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5142455Z","ETW","1","0","2025-12-15 14:08:41.5142455Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9948 <not found>",3332,,," 9948 <not found>",,,,,,,,,,,,,,,,,,1765807721514245500,37372002,18446684154583842816,18446684154583814144,140697314333920,0,466340179968,3332,466342641664,466342608896,140697314333920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5142910Z","ETW","1","0","2025-12-15 14:08:41.5142910Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9948 <not found>",8700,,," 9948 <not found>",,,,,,,,,,,,,,,,,,1765807721514291000,4200004,18446684154597605376,18446684154597576704,140729808179472,0,466340245504,8700,466349981696,466349948928,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5144742Z","ETW","1","0","2025-12-15 14:08:41.5144742Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9948 <not found>",10076,,," 9948 <not found>",,,,,,,,,,,,,,,,,,1765807721514474200,225012,18446684154602225664,18446684154602196992,140729808179472,0,466340220928,10076,466347884544,466347851776,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5145508Z","ETW","1","0","2025-12-15 14:08:41.5145508Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9948 <not found>",6868,,," 9948 <not found>",,,,,,,,,,,,,,,,,,1765807721514550800,5128150,18446684154607566848,18446684154607538176,140729808179472,0,466340212736,6868,466346835968,466346803200,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5145818Z","ETW","1","0","2025-12-15 14:08:41.5145818Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9948 <not found>",3356,,," 9948 <not found>",,,,,,,,,,,,,,,,,,1765807721514581800,123412,18446684154605252608,18446684154605223936,140729796719712,0,466340204544,3356,466345787392,466345754624,140729796719712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5146228Z","ETW","1","0","2025-12-15 14:08:41.5146228Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9948 <not found>",3220,,," 9948 <not found>",,,,,,,,,,,,,,,,,,1765807721514622800,145120,18446684154606551040,18446684154606522368,140729808179472,0,466340196352,3220,466344738816,466344706048,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5146436Z","ETW","1","0","2025-12-15 14:08:41.5146436Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9948 <not found>",5272,,," 9948 <not found>",,,,,,,,,,,,,,,,,,1765807721514643600,415938,18446684154597310464,18446684154597281792,140729808179472,0,466340188160,5272,466343690240,466343657472,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5150650Z","ETW","0","0","2025-12-15 14:08:41.5150650Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\dllhost.exe",,,,,,,,,,140697314328576,140697314328576,54074,36864,1603640900,1765807721515065000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5150764Z","ETW","0","0","2025-12-15 14:08:41.5150764Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\propsys.dll",,,,,,,,,,140729703399424,140729703399424,1053009,999424,351302805,1765807721515076400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5150865Z","ETW","0","0","2025-12-15 14:08:41.5150865Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\uxtheme.dll",,,,,,,,,,140729722929152,140729722929152,640454,647168,3697381598,1765807721515086600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5150978Z","ETW","0","0","2025-12-15 14:08:41.5150978Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,140729728106496,140729728106496,122143,73728,1990571354,1765807721515097800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151075Z","ETW","0","0","2025-12-15 14:08:41.5151075Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,140729763168256,140729763168256,659111,643072,958749903,1765807721515107500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151172Z","ETW","0","0","2025-12-15 14:08:41.5151172Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\bcrypt.dll",,,,,,,,,,140729764151296,140729764151296,171668,159744,2220160889,1765807721515117200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151263Z","ETW","0","0","2025-12-15 14:08:41.5151263Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\win32u.dll",,,,,,,,,,140729765068800,140729765068800,183095,139264,3760910660,1765807721515126300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151362Z","ETW","0","0","2025-12-15 14:08:41.5151362Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,140729765265408,140729765265408,1076532,1048576,2177850761,1765807721515136200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151462Z","ETW","0","0","2025-12-15 14:08:41.5151462Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\gdi32full.dll",,,,,,,,,,140729766313984,140729766313984,1167211,1150976,1288019395,1765807721515146200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151564Z","ETW","0","0","2025-12-15 14:08:41.5151564Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\bcryptprimitives.dll",,,,,,,,,,140729767493632,140729767493632,531569,532480,3309379821,1765807721515156400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151659Z","ETW","0","0","2025-12-15 14:08:41.5151659Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,140729784074240,140729784074240,647124,651264,2117042745,1765807721515165900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151748Z","ETW","0","0","2025-12-15 14:08:41.5151748Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\gdi32.dll",,,,,,,,,,140729784729600,140729784729600,210990,176128,2413768611,1765807721515174800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151836Z","ETW","0","0","2025-12-15 14:08:41.5151836Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,140729786368000,140729786368000,681663,647168,2616593924,1765807721515183600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5151925Z","ETW","0","0","2025-12-15 14:08:41.5151925Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\imm32.dll",,,,,,,,,,140729787744256,140729787744256,238320,192512,770155462,1765807721515192500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5152020Z","ETW","0","0","2025-12-15 14:08:41.5152020Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\clbcatq.dll",,,,,,,,,,140729795084288,140729795084288,736478,692224,97696835,1765807721515202000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:08:41.5152113Z","ETW","0","0","2025-12-15 14:08:41.5152113Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 9948 <not found>",5272,,," 9948 <not found>",,,"C:\Windows\System32\combase.dll",,,,,,,,,,140729795870720,140729795870720,3535278,3489792,144435709,1765807721515211300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
