timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,timestamp_ns,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,devicename,devicenamelength,drivername,drivernamelength,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,attrid,attrseq,attrsubset,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,action,key,vault,desiredaccess,returncode,id,process,reason,threadtime,biggestoffsetwritten,creationtime,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,featureid,accessmask,washardened,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,operationstatus,targetthreadcreatetime,targetthreadid,classification,eventtype,fileid,fileusn,info,scansource,data,startstop,deltacpu,deltawall,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,bytescopied,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,channel,eventid,first resource path,first resource type,resource count,scan source,type,startqpc,apcargument1,apcargument1vadallocationbase,apcargument1vadallocationprotect,apcargument1vadcommitsize,apcargument1vadmmfname,apcargument1vadqueryresult,apcargument1vadregionsize,apcargument1vadregiontype,apcargument2,apcargument3,apcroutine,apcroutinevadallocationbase,apcroutinevadallocationprotect,apcroutinevadcommitsize,apcroutinevadmmfname,apcroutinevadqueryresult,apcroutinevadregionsize,apcroutinevadregiontype,realeventtime,targetthreadalertable,count,terminationtime,featuretype,keypath,newvalue,oldvalue,usermode,valuename
"2025-12-16 17:30:37.0208748Z","ETW","0","0","2025-12-16 17:30:37.0208748Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 3584 EDRi.exe",8952,,," 3584 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,140712684355584,140712684355584,123889,86016,3824705497,1765906237020874900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 17:30:37.0224502Z","ETW","0","0","2025-12-16 17:30:37.0224502Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 3584 EDRi.exe",8952,,," 3584 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,140712684486656,140712684486656,1025341,991232,3093645688,1765906237022450200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 17:30:37.1531999Z","myETW","1","1","2025-12-16 17:30:37.153197600Z","EDRi-Provider",4242,"EDRiTask"," 3584 EDRi.exe",,,,,,"++ EDRi START MARKER ++",,,,,,,,,,,,,,,,1765906237153197600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 17:30:37.4233202Z","ETW","1","0","2025-12-16 17:30:37.4233202Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","    4 System",72,,," 8620 dllhost.exe",,,,,,,,,,,,,,,,,,1765906237423320200,18446722655383355392,18446722655383330816,140713739508672,0,577889640448,4836,577892253696,577892220928,140713739508672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 17:30:37.5346616Z","ETW","1","0","2025-12-16 17:30:37.5346616Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","    4 System",72,,," 8704 dllhost.exe",,,,,,,,,,,,,,,,,,1765906237534661600,18446722655383412736,18446722655383388160,140713739508672,0,419332911104,10072,419334979584,419334946816,140713739508672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 17:30:38.3789860Z","ETW","0","0","2025-12-16 17:30:38.3789860Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 3584 EDRi.exe",8952,,," 3584 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,140712684355584,140712684355584,123889,98304,3824705497,1765906238378986000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 17:30:38.3790881Z","ETW","0","0","2025-12-16 17:30:38.3790881Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 3584 EDRi.exe",8952,,," 3584 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,140712684486656,140712684486656,1025341,1003520,3093645688,1765906238379088100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 17:30:38.3792026Z","ETW","0","0","2025-12-16 17:30:38.3792026Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 3584 EDRi.exe",8952,,," 3584 EDRi.exe",,,"C:\Windows\System32\ntmarta.dll",,,,,,,,,,140713672048640,140713672048640,265798,233472,3598506564,1765906238379202600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 17:30:38.3792917Z","ETW","0","0","2025-12-16 17:30:38.3792917Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 3584 EDRi.exe",8952,,," 3584 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,140713724674048,140713724674048,1041502,1015808,4109641684,1765906238379291700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 17:30:38.3793248Z","ETW","0","0","2025-12-16 17:30:38.3793248Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 3584 EDRi.exe",8952,,," 3584 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,140713133801472,140713133801472,195802,184320,791399748,1765906238379324800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
