timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,connid,daddr,dport,saddr,seqnum,size,sport,desiredaccess,returncode,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,lastprotectionmask
"2025-12-15 14:34:23.6453236Z","ETW","0","0","2025-12-15 14:34:23.6453236Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,1765809263645323700,140729514393600,140729514393600,604363,589824,25983561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:23.6500403Z","ETW","0","0","2025-12-15 14:34:23.6500403Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,1765809263650040300,140729453576192,140729453576192,84957,81920,449305766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:23.6558997Z","ETW","0","0","2025-12-15 14:34:23.6558997Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,1765809263655899700,140729452199936,140729452199936,1119210,1097728,1929546105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3661864Z","ETW","0","0","2025-12-15 14:34:25.3661864Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\pdh.dll",,,,,,,,,,1765809265366186400,140729454755840,140729454755840,367042,331776,2534457362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3662345Z","ETW","0","0","2025-12-15 14:34:25.3662345Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,1765809265366234500,140729795805184,140729795805184,45899,32768,1877205568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3662840Z","ETW","0","0","2025-12-15 14:34:25.3662840Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,1765809265366284000,140729611190272,140729611190272,160617,167936,1462743519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3663781Z","ETW","0","0","2025-12-15 14:34:25.3663781Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wevtapi.dll",,,,,,,,,,1765809265366378100,140729677905920,140729677905920,426752,413696,2497865833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3664750Z","ETW","0","0","2025-12-15 14:34:25.3664750Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,1765809265366475000,140729787023360,140729787023360,705789,708608,3896055862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3665382Z","ETW","0","0","2025-12-15 14:34:25.3665382Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\pla.dll",,,,,,,,,,1765809265366538200,140729206833152,140729206833152,1517526,1515520,2962156484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3665985Z","ETW","0","0","2025-12-15 14:34:25.3665985Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,1765809265366598500,140729453576192,140729453576192,84957,81920,449305766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3666512Z","ETW","0","0","2025-12-15 14:34:25.3666512Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbem\wbemprox.dll",,,,,,,,,,1765809265366651200,140729453707264,140729453707264,100412,69632,4018993513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
