timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,timestamp_ns,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,cycletime,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,viewsize,lastprotectionmask
"2025-12-15 14:11:35.7606038Z","ETW","0","0","2025-12-15 14:11:35.7606038Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 4352 <not found>",8804,,," 4352 <not found>",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,,,,,,1765807895760603800,,,,140729787023360,140729787023360,705789,708608,3896055862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7606861Z","ETW","0","0","2025-12-15 14:11:35.7606861Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 4352 <not found>",8804,,," 4352 <not found>",,,"C:\Windows\System32\thumbcache.dll",,,,,,,,,,,,,,,,1765807895760686100,,,,140729174654976,140729174654976,443657,421888,3661098699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7613948Z","ETW","1","0","2025-12-15 14:11:35.7613948Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4352 <not found>",8804,,," 4352 <not found>",,,,,,,,,,,,,18446684154561953792,18446684154561925120,140729796719712,0,145199976448,8804,1765807895761394800,145207853056,145207820288,140729796719712,,,,,,33700662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7645862Z","ETW","1","0","2025-12-15 14:11:35.7645862Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 6720 explorer.exe",8516,,," 6720 explorer.exe",,,,,,,,,,,,,18446684154561953792,18446684154561925120,140729808179472,0,17047552,7716,1765807895764586200,226230272,226172928,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7680289Z","ETW","1","0","2025-12-15 14:11:35.7680289Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4352 <not found>",9140,,," 4352 <not found>",,,,,,,,,,,,,18446684154559954944,18446684154559926272,140697314333920,0,145199927296,9140,1765807895768028900,145201561600,145201528832,140697314333920,,,,,,37917971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7684773Z","ETW","1","0","2025-12-15 14:11:35.7684773Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4352 <not found>",9568,,," 4352 <not found>",,,,,,,,,,,,,18446684154561232896,18446684154561204224,140729808179472,0,145199960064,9568,1765807895768477300,145205755904,145205723136,140729808179472,,,,,,4924010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7687459Z","ETW","1","0","2025-12-15 14:11:35.7687459Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4352 <not found>",9328,,," 4352 <not found>",,,,,,,,,,,,,18446684154561986560,18446684154561957888,140729808179472,0,145199992832,9328,1765807895768745900,145208901632,145208868864,140729808179472,,,,,,4048936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7688336Z","ETW","1","0","2025-12-15 14:11:35.7688336Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4352 <not found>",9336,,," 4352 <not found>",,,,,,,,,,,,,18446684154561560576,18446684154561531904,140729808179472,0,145199968256,9336,1765807895768833700,145206804480,145206771712,140729808179472,,,,,,184946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7688656Z","ETW","1","0","2025-12-15 14:11:35.7688656Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4352 <not found>",8424,,," 4352 <not found>",,,,,,,,,,,,,18446684154561265664,18446684154561236992,140729796719712,0,145199951872,8424,1765807895768865600,145204707328,145204674560,140729796719712,,,,,,101064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7688947Z","ETW","1","0","2025-12-15 14:11:35.7688947Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4352 <not found>",4276,,," 4352 <not found>",,,,,,,,,,,,,18446684154561101824,18446684154561073152,140729808179472,0,145199943680,4276,1765807895768894700,145203658752,145203625984,140729808179472,,,,,,91002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7689203Z","ETW","1","0","2025-12-15 14:11:35.7689203Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4352 <not found>",4904,,," 4352 <not found>",,,,,,,,,,,,,18446684154561200128,18446684154561171456,140729808179472,0,145199935488,4904,1765807895768920400,145202610176,145202577408,140729808179472,,,,,,390122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7692708Z","ETW","0","0","2025-12-15 14:11:35.7692708Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 4352 <not found>",4904,,," 4352 <not found>",,,"C:\Windows\System32\dllhost.exe",,,,,,,,,,,,,,,,1765807895769270800,,,,140697314328576,140697314328576,54074,36864,1603640900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7692840Z","ETW","0","0","2025-12-15 14:11:35.7692840Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 4352 <not found>",4904,,," 4352 <not found>",,,"C:\Windows\System32\propsys.dll",,,,,,,,,,,,,,,,1765807895769284000,,,,140729703399424,140729703399424,1053009,999424,351302805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7692949Z","ETW","0","0","2025-12-15 14:11:35.7692949Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 4352 <not found>",4904,,," 4352 <not found>",,,"C:\Windows\System32\uxtheme.dll",,,,,,,,,,,,,,,,1765807895769294900,,,,140729722929152,140729722929152,640454,647168,3697381598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:11:35.7693078Z","ETW","0","0","2025-12-15 14:11:35.7693078Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 4352 <not found>",4904,,," 4352 <not found>",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,,,,,,1765807895769307800,,,,140729728106496,140729728106496,122143,73728,1990571354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
