timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,timestamp_ns,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-11-18 11:10:51.1143674Z","2025-11-18 11:10:51.1143674Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",4116,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\IPHLPAPI.DLL",,,,,,,,,,,,,,,,,1763464251114367400,,,,140713496412160,140713496412160,233044,212992,945822897,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1147491Z","2025-11-18 11:10:51.1147491Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",4116,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\winnsi.dll",,,,,,,,,,,,,,,,,1763464251114749100,,,,140713474523136,140713474523136,95519,61440,2268955118,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1150595Z","2025-11-18 11:10:51.1150595Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",4116,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,,,,,,,,1763464251115059500,,,,140713550217216,140713550217216,111648,40960,4223476491,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1180154Z","2025-11-18 11:10:51.1180154Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",1212,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\dnsapi.dll",,,,,,,,,,,,,,,,,1763464251118015400,,,,140713496674304,140713496674304,1293169,1228800,1381219389,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1186938Z","2025-11-18 11:10:51.1186938Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",2724,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\rasadhlp.dll",,,,,,,,,,,,,,,,,1763464251118693800,,,,140713373859840,140713373859840,108990,45056,352477361,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1337630Z","2025-11-18 11:10:51.1337630Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",2724,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\schannel.dll",,,,,,,,,,,,,,,,,1763464251133763000,,,,140713501130752,140713501130752,849052,802816,24806266,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1439404Z","2025-11-18 11:10:51.1439404Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",2724,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\ncrypt.dll",,,,,,,,,,,,,,,,,1763464251143940400,,,,140713513844736,140713513844736,272959,196608,3912253876,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1442629Z","2025-11-18 11:10:51.1442629Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",2724,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\ntasn1.dll",,,,,,,,,,,,,,,,,1763464251144262900,,,,140713513517056,140713513517056,300816,258048,2667946327,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1446150Z","2025-11-18 11:10:51.1446150Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",2724,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\ncryptsslp.dll",,,,,,,,,,,,,,,,,1763464251144615000,,,,140713375498240,140713375498240,310492,270336,4015176457,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1457176Z","2025-11-18 11:10:51.1457176Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7988 MsMpEng.exe",2724,,," 7988 MsMpEng.exe",,,"C:\Windows\System32\cryptnet.dll",,,,,,,,,,,,,,,,,1763464251145717600,,,,140713372024832,140713372024832,304772,241664,919073152,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1462264Z","2025-11-18 11:10:51.1462264Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 1628 svchost.exe",1624,,," 1628 svchost.exe",,,,,,,,,,,,,,18446735872230494208,18446735872230469632,140713571605440,129,611689664512,11036,1763464251146226400,611692052480,611692019712,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1474647Z","2025-11-18 11:10:51.1474647Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","  796 svchost.exe",3316,,,"  796 svchost.exe",,,,,,,,,,,,,,18446735872230551552,18446735872230526976,140713571605440,38,300164804608,5488,1763464251147464700,300166414336,300166381568,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.1475620Z","2025-11-18 11:10:51.1475620Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","  796 svchost.exe",3316,,,"  796 svchost.exe",,,,,,,,,,,,,,18446735872230580224,18446735872230555648,140713333179728,38,300164812800,5832,1763464251147562000,300167462912,300167430144,140713333179728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.3850343Z","2025-11-18 11:10:51.3850343Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 3888 powershell.exe",10100,,," 3888 powershell.exe",,,,,,,,,,,,,,18446735872230608896,18446735872230584320,140713571605440,0,1094357630976,844,1763464251385034300,1094359973888,1094359965696,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.5538810Z","2025-11-18 11:10:51.5538810Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","10428 ServiceHub.IntellicodeModelService.exe",6156,,,"10428 ServiceHub.IntellicodeModelService.exe",,,,,,,,,,,,,831725,18446735872176463872,18446735872176439296,140712303849120,0,757791391744,6156,1763464251553881000,757790408704,757790392320,140712303849120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.6919469Z","2025-11-18 11:10:51.6919469Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9424 devenv.exe",6544,,," 9424 devenv.exe",,,,,,,,,,,,,1876572,18446735872171212800,18446735872171188224,140713561759824,0,451949809664,6544,1763464251691946900,451962994688,451962986496,140713561759824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.9473048Z","2025-11-18 11:10:51.9473048Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","  748 wininit.exe",6668,,,"  748 wininit.exe",,,,,,,,,,,,,215382,18446735872194666496,18446735872194641920,140713571605440,0,172050857984,6668,1763464251947304800,172052971520,172052914176,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:51.9789118Z","2025-11-18 11:10:51.9789118Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","  820 winlogon.exe",4804,,,"  820 winlogon.exe",,,,,,,,,,,,,219908,18446735872171933696,18446735872171909120,140713571605440,0,315279605760,4804,1763464251978911800,315279343616,315279286272,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.044818200Z","2025-11-18 11:10:52.0736205Z","myETW","EDRi-Provider",4242,"EDRiTask"," 1296 EDRi.exe",,,,,,"Before starting the attack exe",,,,,,,,,,,,,,,,,,1763464252073620500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.0692026Z","2025-11-18 11:10:52.0692026Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 8880 OneDrive.exe",8884,,," 8880 OneDrive.exe",,,,,,,,,,,,,,18446735872225075200,18446735872225050624,140713532274560,0,59614666752,7692,1763464252069202600,59619934208,59619930112,140713532274560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.0693163Z","2025-11-18 11:10:52.0693163Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 8880 OneDrive.exe",8884,,," 8880 OneDrive.exe",,,,,,,,,,,,,,18446735872230637568,18446735872230612992,140713532274560,0,59614674944,11068,1763464252069316300,59622031360,59622027264,140713532274560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.0934649Z","2025-11-18 11:10:52.0934649Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 8656 VBoxTray.exe",8704,,," 8656 VBoxTray.exe",,,,,,,,,,,,,,18446735872194666496,18446735872194641920,140699339959216,0,349778305024,7492,1763464252093464900,349781884928,349781880832,140699339959216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.0936852Z","2025-11-18 11:10:52.0936852Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 8656 VBoxTray.exe",7492,,," 8656 VBoxTray.exe",,,,,,,,,,,,,439061,18446735872194666496,18446735872194641920,140699339959216,0,349778305024,7492,1763464252093685200,349781884928,349781876736,140699339959216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.3961617Z","2025-11-18 11:10:52.3961617Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 7988 MsMpEng.exe",2724,,," 7988 MsMpEng.exe",,,,,,,,,,,,,,18446735872230666240,18446735872230641664,140713524192896,247,420929634304,9576,1763464252396161700,420934582272,420934561792,140713524192896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.5050639Z","2025-11-18 11:10:52.5050639Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 9680 StandardCollector.Service.exe",4816,,," 9680 StandardCollector.Service.exe",,,,,,,,,,,,,1353772,18446735872205168640,18446735872205144064,140713561759824,225,747849957376,4816,1763464252505063900,747856986112,747856977920,140713561759824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.5525400Z","2025-11-18 11:10:52.5525400Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 1384 svchost.exe",3264,,," 1384 svchost.exe",,,,,,,,,,,,,269698,18446735872170151936,18446735872170127360,140713571605440,0,131648434176,3264,1763464252552540000,131645833216,131645800448,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.5525487Z","2025-11-18 11:10:52.5525487Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 1392 svchost.exe",11040,,," 1392 svchost.exe",,,,,,,,,,,,,190486,18446735872164806656,18446735872164782080,140713571605440,0,930620510208,11040,1763464252552548800,930622734336,930622701568,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.5683764Z","2025-11-18 11:10:52.5683764Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 1496 svchost.exe",1076,,," 1496 svchost.exe",,,,,,,,,,,,,630679,18446735872194379776,18446735872194355200,140713571605440,0,180612923392,1076,1763464252568376400,180610531328,180610498560,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.7121803Z","2025-11-18 11:10:52.7121803Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 1872 svchost.exe",5356,,," 1872 svchost.exe",,,,,,,,,,,,,336086,18446735872225505280,18446735872225480704,140713571605440,0,365006811136,5356,1763464252712180300,365004849152,365004816384,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.8099881Z","2025-11-18 11:10:52.8099881Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 5828 svchost.exe",10656,,," 5828 svchost.exe",,,,,,,,,,,,,,18446735872225505280,18446735872225480704,140713571605440,97,1038822965248,5392,1763464252809988100,1038824767488,1038824734720,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.8722470Z","2025-11-18 11:10:52.8722470Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2224 svchost.exe",1192,,," 2224 svchost.exe",,,,,,,,,,,,,218776,18446735872225591296,18446735872225566720,140713571605440,0,349917249536,1192,1763464252872247000,349915774976,349915742208,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.8881305Z","2025-11-18 11:10:52.8881305Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2336 svchost.exe",8536,,," 2336 svchost.exe",,,,,,,,,,,,,217267,18446735872225619968,18446735872225595392,140713571605440,0,370013962240,8536,1763464252888130500,370016256000,370016223232,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.9204100Z","2025-11-18 11:10:52.9204100Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2460 svchost.exe",5696,,," 2460 svchost.exe",,,,,,,,,,,,,172004,18446735872225677312,18446735872225652736,140713571605440,0,763904905216,5696,1763464252920410000,763904065536,763904032768,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.9523703Z","2025-11-18 11:10:52.9523703Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","    4 System",72,,,"  748 wininit.exe",,,,,,,,,,,,,,18446735872225677312,18446735872225652736,140713571605440,0,172050866176,4476,1763464252952370300,172052971520,172052914176,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.9681353Z","2025-11-18 11:10:52.9681353Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2644 svchost.exe",2668,,," 2644 svchost.exe",,,,,,,,,,,,,99346564,18446735872166215680,18446735872166191104,140713571605440,0,631657005056,2668,1763464252968135300,631659036672,631659003904,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.9681585Z","2025-11-18 11:10:52.9681585Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2624 svchost.exe",11256,,," 2624 svchost.exe",,,,,,,,,,,,,297988,18446735872179859456,18446735872179834880,140713571605440,0,752186937344,11256,1763464252968158500,752188653568,752188620800,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:52.9846114Z","2025-11-18 11:10:52.9846114Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","    4 System",72,,,"  820 winlogon.exe",,,,,,,,,,,,,,18446735872179859456,18446735872179834880,140713571605440,0,315279613952,3916,1763464252984611400,315279343616,315279286272,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.0490347Z","2025-11-18 11:10:53.0490347Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2840 svchost.exe",920,,," 2840 svchost.exe",,,,,,,,,,,,,425105,18446735872225705984,18446735872225681408,140713571605440,0,1007101960192,920,1763464253049034700,1007104294912,1007104262144,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.0647968Z","2025-11-18 11:10:53.0647968Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2880 svchost.exe",1972,,," 2880 svchost.exe",,,,,,,,,,,,,229338,18446735872225734656,18446735872225710080,140713571605440,0,1041646616576,1972,1763464253064796800,1041648058368,1041648025600,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.0811052Z","2025-11-18 11:10:53.0811052Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",4356,,," 1296 EDRi.exe",,,"C:\Windows\System32\windows.storage.dll",,,,,,,,,,,,,,,,,1763464253081105200,,,,140713484812288,140713484812288,8877403,8769536,3667346596,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.0898904Z","2025-11-18 11:10:53.0898904Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",4356,,," 1296 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,,,,,,,1763464253089890400,,,,140713568763904,140713568763904,1029623,991232,2858041650,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.0905915Z","2025-11-18 11:10:53.0905915Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 1296 EDRi.exe",4356,,," 1296 EDRi.exe",,,,,,,,,,,,,,18446735872225734656,18446735872225710080,140713569056448,0,320828035072,4504,1763464253090591500,320838041600,320838037504,140713569056448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.0912007Z","2025-11-18 11:10:53.0912007Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",4504,,," 1296 EDRi.exe",,,"C:\Windows\System32\uxtheme.dll",,,,,,,,,,,,,,,,,1763464253091200700,,,,140713474850816,140713474850816,696534,696320,1695798817,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.0925379Z","2025-11-18 11:10:53.0925379Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",4504,,," 1296 EDRi.exe",,,"C:\Windows\System32\propsys.dll",,,,,,,,,,,,,,,,,1763464253092537900,,,,140713434546176,140713434546176,1123662,1060864,3228732737,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1284278Z","2025-11-18 11:10:53.1284278Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2112 svchost.exe",11204,,," 2112 svchost.exe",,,,,,,,,,,,,1028626,18446735872166502400,18446735872166477824,140713571605440,0,665179549696,11204,1763464253128427800,665182535680,665182502912,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1630174Z","2025-11-18 11:10:53.1630174Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",4504,,," 1296 EDRi.exe",,,"C:\Windows\System32\cfgmgr32.dll",,,,,,,,,,,,,,,,,1763464253163017400,,,,140713517252608,140713517252608,385808,356352,1737777300,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1636682Z","2025-11-18 11:10:53.1636682Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 1296 EDRi.exe",10076,,," 1296 EDRi.exe",,,,,,,,,,,,,,18446735872166502400,18446735872166477824,140713571605440,0,320828043264,5044,1763464253163668200,320839090176,320839086080,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1643204Z","2025-11-18 11:10:53.1643204Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",4504,,," 1296 EDRi.exe",,,"C:\Windows\System32\edputil.dll",,,,,,,,,,,,,,,,,1763464253164320400,,,,140713200123904,140713200123904,178059,167936,3474529356,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1665699Z","2025-11-18 11:10:53.1665699Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 1296 EDRi.exe",4504,,," 1296 EDRi.exe",,,,,,,,,,,,,,18446735872225619968,18446735872225595392,140713568803888,0,320828051456,9892,1763464253166569900,320840138752,320840134656,140713568803888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1681779Z","2025-11-18 11:10:53.1681779Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 2644 svchost.exe",1576,,," 2644 svchost.exe",,,,,,,,,,,,,,18446735872225591296,18446735872225566720,140713571605440,186,631657177088,3132,1763464253168177900,631659036672,631659003904,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1690261Z","2025-11-18 11:10:53.1690261Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",9892,,," 1296 EDRi.exe",,,"C:\Windows\System32\Windows.StateRepositoryPS.dll",,,,,,,,,,,,,,,,,1763464253169026200,,,,140713214738432,140713214738432,879719,802816,374042279,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1700410Z","2025-11-18 11:10:53.1700410Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 2644 svchost.exe",1576,,," 2644 svchost.exe",,,,,,,,,,,,,,18446735872164806656,18446735872164782080,140713571605440,186,631657185280,1956,1763464253170041000,631659560960,631659528192,140713571605440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1709156Z","2025-11-18 11:10:53.1709156Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",4504,,," 1296 EDRi.exe",,,"C:\Windows\System32\urlmon.dll",,,,,,,,,,,,,,,,,1763464253170915600,,,,140713306947584,140713306947584,1970671,1957888,260716450,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1711969Z","2025-11-18 11:10:53.1711969Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",1720,,," 1296 EDRi.exe",,,"C:\Windows\System32\iertutil.dll",,,,,,,,,,,,,,,,,1763464253171197000,,,,140713303867392,140713303867392,2984761,2904064,3815768453,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1715491Z","2025-11-18 11:10:53.1715491Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",1720,,," 1296 EDRi.exe",,,"C:\Windows\System32\netutils.dll",,,,,,,,,,,,,,,,,1763464253171549100,,,,140713498247168,140713498247168,80696,53248,865845000,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:10:53.1715650Z","2025-11-18 11:10:53.1715650Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 1296 EDRi.exe",3768,,," 1296 EDRi.exe",,,"C:\Windows\System32\srvcli.dll",,,,,,,,,,,,,,,,,1763464253171565000,,,,140713303670784,140713303670784,181029,167936,239922031,,,,,,,,,,,,,,,,,,,,,,,,
