timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,timestamp_ns,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,engineid,first resource path,first resource type,flags,id,resource count,scan source,threadtime,type,allocationtype,startqpc,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,accessmask,washardened,devicename,devicenamelength,drivername,drivernamelength,actionstatus,allsigseqs,allsigshas,classification,determination,enginereportguid,etwdatareporttype,extradatajson,islatent,ispassivemode,processcommandline,processcreationtime,processpath,realpath,reporttype,resourcedata,resourceschema,rtpprocesscreationtime,rtpprocessid,scansource,scantype,sha1,sha256,threatname,vpath,imagepath,codeintegrityoption,desiredaccess,linksourcename,linktargetname,returncode,biggestoffsetwritten,creationtime,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,detectionname,cloudresponse,records,vault,eventtype,fileid,fileusn,info,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,processcontextid,featureid,data,startstop,deltacpu,deltawall,attrid,attrseq,attrsubset,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,process,reason,channel,eventid,processimagepath,taintreason,scanreason,guid,signatureid,scanresult,level,stopreason,triggersigseq
"2025-11-03 08:16:48.6395470Z","2025-11-03 08:16:48.6395470Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7112 StartMenuExperienceHost.exe",5460,,," 7112 StartMenuExperienceHost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157808639547000,1017062,18446603390459445248,18446603390459416576,140716110640224,0,382686674944,5460,382692491264,382692483072,140716110640224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.442696600Z","2025-11-03 08:16:49.4424914Z","myETW","Attack-Provider",1337,"Attack-Provider"," 7420 attack-564.exe",,,,,,"Before reading memory to verify write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809442491400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.443518800Z","2025-11-03 08:16:49.4433126Z","myETW","Attack-Provider",1337,"Attack-Provider"," 7420 attack-564.exe",,,,,,"After reading memory to verify write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809443312600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4584876Z","2025-11-03 08:16:49.4584876Z","ETW","Microsoft-Antimalware-Engine",60,"Behavior Monitoring  BmEtw"," 5824 MsMpEng.exe",2480,," 7420 attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809458487600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ThreatIntel",15,,,,,,,,,
"2025-11-03 08:16:49.4587259Z","2025-11-03 08:16:49.4587259Z","ETW","Microsoft-Antimalware-Engine",43,"ExpensiveOperationTask ExpensiveOperationBegin"," 5824 MsMpEng.exe",6276,,,,,"BM VerifyIsFriendlyFile()",,,,,"C:\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809458725900,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,true,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4587317Z","2025-11-03 08:16:49.4587317Z","ETW","Microsoft-Antimalware-Engine",43,"ExpensiveOperationTask ExpensiveOperationBegin"," 5824 MsMpEng.exe",6276,,,,,"VerifyIsFriendlyFile(1)",,,,,"C:\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809458731700,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,true,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4590807Z","2025-11-03 08:16:49.4590807Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5824 MsMpEng.exe",6276,,,,,,"C:\Users\Public\Downloads\attack-564.exe",,"0x8002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809459080700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,56,124730,2030391568,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4593258Z","2025-11-03 08:16:49.4593258Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5824 MsMpEng.exe",6276,,,,,,"C:\Users\Public\Downloads\attack-564.exe",,"0x8002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809459325800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,56,124730,2030391568,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4595197Z","2025-11-03 08:16:49.4595197Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5824 MsMpEng.exe",6276,,,,,,"C:\Users\Public\Downloads\attack-564.exe",,"0x8002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809459519700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,56,124730,2030391568,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4596958Z","2025-11-03 08:16:49.4596958Z","ETW","Microsoft-Antimalware-Engine",38,"Cache  CacheLookup"," 5824 MsMpEng.exe",6276,,,,,,"C:\Users\Public\Downloads\attack-564.exe","USN Cache","MISS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809459695800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4598556Z","2025-11-03 08:16:49.4598556Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5824 MsMpEng.exe",6276,,," 7420 attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809459855600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.459946600Z","2025-11-03 08:16:49.4596807Z","myETW","Hook-Provider",7007,"EDRHookTask"," 5824 MsMpEng.exe",,,," 7420 attack-564.exe",,"NtOpenProcess with 0x1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809459680700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.460056400Z","2025-11-03 08:16:49.4597857Z","myETW","Hook-Provider",7007,"EDRHookTask"," 5824 MsMpEng.exe",,,," 7420 attack-564.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809459785700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4605479Z","2025-11-03 08:16:49.4605479Z","ETW","Microsoft-Antimalware-Engine",30,"UfsScanFileTask Start "," 5824 MsMpEng.exe",6276,,,,,,"C:\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809460547900,,,,,,,,,,,,,,,,,,,,,140715229315072,,,,,,,1406250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4613500Z","2025-11-03 08:16:49.4613500Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 5824 MsMpEng.exe",6276,,," 5824 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809461350000,,18446603390470000640,18446603390469971968,1619266053136,240,497965494272,7672,497973985280,497973919744,1619266053136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.461419400Z","2025-11-03 08:16:49.4620327Z","myETW","Hook-Provider",7007,"EDRHookTask"," 5824 MsMpEng.exe",,,," 5824 MsMpEng.exe",,"NtReadFile C:\\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809462032700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4621248Z","2025-11-03 08:16:49.4621248Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 5824 MsMpEng.exe",6276,,," 5824 MsMpEng.exe",,,,,,,,,,,,,1619277447168,134055732271607885,5824,49,8,55,4222124650672877,134066313397950473,6276,,134055732271607885,5824,49,8,55,4222124650672877,"RWX",1101824,134055732271607885,49,8,55,4222124650672877,1762157809462124800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4622675Z","2025-11-03 08:16:49.4622675Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 5824 MsMpEng.exe",7672,,," 5824 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809462267500,2050596,18446603390470000640,18446603390469971968,1619266053136,240,497965494272,7672,497973985280,497973919744,1619266053136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4625212Z","2025-11-03 08:16:49.4625212Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 5824 MsMpEng.exe",6276,,," 5824 MsMpEng.exe",,,,,,,,,,,,,1619278233600,134055732271607885,5824,49,8,55,4222124650672877,134066313397950473,6276,"RWX",134055732271607885,5824,49,8,55,4222124650672877,"RW-",4096,134055732271607885,49,8,55,4222124650672877,1762157809462521200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4625416Z","2025-11-03 08:16:49.4625416Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",7,"KERNEL_THREATINT_TASK_PROTECTVM "," 5824 MsMpEng.exe",6276,,," 5824 MsMpEng.exe",,,,,,,,,,,,,1619278233600,134055732271607885,5824,49,8,55,4222124650672877,134066313397950473,6276,"RW-",134055732271607885,5824,49,8,55,4222124650672877,"R-X",4096,134055732271607885,49,8,55,4222124650672877,1762157809462541600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4627570Z","2025-11-03 08:16:49.4627570Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 5824 MsMpEng.exe",6276,,," 5824 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809462757000,,18446603390470000640,18446603390469971968,1619266053136,240,497965502464,6864,497973985280,497973919744,1619266053136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.462856200Z","2025-11-03 08:16:49.4633408Z","myETW","Hook-Provider",7007,"EDRHookTask"," 5824 MsMpEng.exe",,,," 5824 MsMpEng.exe",,"NtReadFile C:\\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809463340800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4632092Z","2025-11-03 08:16:49.4632092Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 5824 MsMpEng.exe",6276,,," 5824 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809463209200,,18446603390478553088,18446603390478524416,1619266053136,240,497965510656,6908,497979228160,497979162624,1619266053136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.463330300Z","2025-11-03 08:16:49.4638923Z","myETW","Hook-Provider",7007,"EDRHookTask"," 5824 MsMpEng.exe",,,," 5824 MsMpEng.exe",,"NtReadFile C:\\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809463892300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4635558Z","2025-11-03 08:16:49.4635558Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 5824 MsMpEng.exe",6864,,," 5824 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809463555800,0,18446603390470000640,18446603390469971968,1619266053136,240,497965502464,6864,497973985280,497973919744,1619266053136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4639857Z","2025-11-03 08:16:49.4639857Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 5824 MsMpEng.exe",6908,,," 5824 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809463985700,492320,18446603390478553088,18446603390478524416,1619266053136,240,497965510656,6908,497979228160,497979162624,1619266053136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4665206Z","2025-11-03 08:16:49.4665206Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 5824 MsMpEng.exe",6276,,,,,"C:\Users\Public\Downloads\attack-564.exe is NOT trusted. Checking Trust? 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809466520600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4728123Z","2025-11-03 08:16:49.4728123Z","ETW","Microsoft-Antimalware-Engine",31,"UfsScanFileTask Stop "," 5824 MsMpEng.exe",6276,,,,,,"C:\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809472812300,,,,,,,,,,,,,,,,,,,,,140715229315072,,,,,,,1406250,,,16636297434782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4731039Z","2025-11-03 08:16:49.4731039Z","ETW","Microsoft-Antimalware-Engine",35,"Cache  MOACAdd"," 5824 MsMpEng.exe",6276,,,,,,"C:\Users\Public\Downloads\attack-564.exe",,"0x0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473103900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,55,124730,2030391568,"Unfriendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4731233Z","2025-11-03 08:16:49.4731233Z","ETW","Microsoft-Antimalware-Engine",67,"ExpensiveOperationTask ExpensiveOperationEnd"," 5824 MsMpEng.exe",6276,,,,,"VerifyIsFriendlyFile(1)",,,,,"C:\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473123300,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,false,0,0,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4731252Z","2025-11-03 08:16:49.4731252Z","ETW","Microsoft-Antimalware-Engine",67,"ExpensiveOperationTask ExpensiveOperationEnd"," 5824 MsMpEng.exe",6276,,,,,"BM VerifyIsFriendlyFile()",,,,,"C:\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473125200,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,false,0,0,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4731295Z","2025-11-03 08:16:49.4731295Z","ETW","Microsoft-Antimalware-Engine",63,"Behavior Monitoring  BmProcessTainting"," 5824 MsMpEng.exe",6276,,,,,,"C:\Users\Public\Downloads\attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473129500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C:\Windows\System32\notepad.exe",8,,,,,,,
"2025-11-03 08:16:49.4731421Z","2025-11-03 08:16:49.4731421Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5824 MsMpEng.exe",6276,,"  280 notepad.exe",,,,,,,,,,,,"C:\Users\Public\Downloads\attack-564.exe","n/a",,,,,,,,,,,,,,,,,,,,,,,,1762157809473142100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4732699Z","2025-11-03 08:16:49.4732699Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5824 MsMpEng.exe",6276,,,"  280 notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473269900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4732711Z","2025-11-03 08:16:49.4732711Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring  BmNotificationHandleStart"," 5824 MsMpEng.exe",3724,,"  280 notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473271100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16470,0,0,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4732778Z","2025-11-03 08:16:49.4732778Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring  BmNotificationHandleStart"," 5824 MsMpEng.exe",6276,," 7420 attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473277800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16430,986070,0,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.473424900Z","2025-11-03 08:16:49.4731535Z","myETW","Hook-Provider",7007,"EDRHookTask"," 5824 MsMpEng.exe",,,,"  280 notepad.exe",,"NtOpenProcess with 0x600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473153500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4734479Z","2025-11-03 08:16:49.4734479Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring  BmNotificationHandleStop"," 5824 MsMpEng.exe",6276,," 7420 attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473447900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16430,986070,0,false,false,0,,,,,,,,,,,,,
"2025-11-03 08:16:49.4734629Z","2025-11-03 08:16:49.4734629Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring  BmNotificationHandleStart"," 5824 MsMpEng.exe",6276,," 7420 attack-564.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473462900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16522,986070,0,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.473468400Z","2025-11-03 08:16:49.4731966Z","myETW","Hook-Provider",7007,"EDRHookTask"," 5824 MsMpEng.exe",,,,"  280 notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809473196600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-03 08:16:49.4750883Z","2025-11-03 08:16:49.4750883Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring  BmNotificationHandleStop"," 5824 MsMpEng.exe",3724,,"  280 notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809475088300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16470,0,0,false,false,0,,,,,,,,,,,,,
"2025-11-03 08:16:49.4935813Z","2025-11-03 08:16:49.4935813Z","ETW","Microsoft-Antimalware-Engine",59,"Message  Info "," 5824 MsMpEng.exe",6276,,,,,,,,0,"Behavior:Win32/ProtRemoteKernelCallbackTable.A",,"0x151B32947C6E3","26e87d44359c9bb2ee6107837632bac5d972cc65",,,,,,,,,,,,,,,,,,,,,,,,,,,1762157809493581300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
