timestamp,type,provider_name,event_id,task,PID,TID,Exe,PPID,TargetPID,task,Message,FilePath,Cache Name,Result,VName,SigSeq,SigSha,Command Line,First Param,Second Param,AS Version,AV Version,Engine Version,stack_trace,BiggestOffsetWritten,CreationTime,FirstOffsetWritten,LastOffsetWritten,NumberOfWrites,ProcessId,SmallestOffsetWritten,TotalSizeOfAppends,TotalSizeOfWrites,Id,Process,Reason,ThreadTime,Classification,EventType,FileID,FileUSN,Info,ScanSource,CacheName,EngineId,Source,flags,flags2high,flags2low,oldFlags,oldFlags2high,oldFlags2low,CommandLine,Flags,IntegrityLevel,ProcessContextId,AccessMask,WasHardened,FeatureId,FirstParam,SecondParam,Data,StartStop,DeltaCPU,DeltaWall,AttrId,AttrSeq,AttrSubset,IsMultiProcDetection,IsMultiProcMatch,MatchedThreatsNumber,TTID,StartQPC,ProcessImagePath,TaintReason,Channel,EventId
"2025-09-01 14:45:32.8407556Z","ETW","Microsoft-Antimalware-Engine",38,"Cache CacheLookup",1912,2196,"MsMpEng.exe",,,"Cache CacheLookup",,"C:\Users\Public\Downloads\attack.exe",,"MISS",,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,"USN Cache",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8409816Z","ETW","Microsoft-Antimalware-Engine",73,"Behavior Monitoring ProcessMonitorFlags",20628,2196,"attack.exe",,,"Behavior Monitoring ProcessMonitorFlags",,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,[],,134012115328373208,,,,,,,,,,,,,,,,,,,140733874634752,"SyncStart","0x400003FF","0x0","0x44","0x0","0x0","0x0",,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8411580Z","ETW","Microsoft-Antimalware-Engine",70,"Behavior Monitoring BmProcessCreate",20628,10256,"attack.exe",20880,,"Behavior Monitoring BmProcessCreate",,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'C:\Users\Public\Downloads\attack.exe' ",33554432,8192,,,,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8413929Z","ETW","Microsoft-Antimalware-Engine",109,"Behavior Monitoring BmProcessContextStart",20628,10256,"attack.exe",,,"Behavior Monitoring BmProcessContextStart",,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339652982112,,,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8415403Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess",20880,9492,"explorer.exe",,20628,"Behavior Monitoring BmOpenProcess",,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8425073Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring BmInternal",20628,10256,"attack.exe",,,"Behavior Monitoring BmInternal",,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,"Parent","n/a",,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8429180Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring BmInternal",20628,10256,"attack.exe",,,"Behavior Monitoring BmInternal",,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,"Parent","n/a",,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8447056Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess",760,10256,"csrss.exe",,20628,"Behavior Monitoring BmOpenProcess",,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8456119Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess",760,10256,"csrss.exe",,20628,"Behavior Monitoring BmOpenProcess",,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8512379Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess",2072,10256,"svchost.exe",,20628,"Behavior Monitoring BmOpenProcess",,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8571952Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess",2072,11040,"svchost.exe",,20628,"Behavior Monitoring BmOpenProcess",,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8573621Z","ETW","Microsoft-Antimalware-Engine",5,"Stream scan request Start ",20628,2196,"attack.exe",,,"Stream scan request Start ",,"C:\WINDOWS\Prefetch\ATTACK.EXE-3D92D789.pf",,,,,,,,,,,,[],,,,,,,,,,3697825999,"C:\Users\Public\Downloads\attack.exe",2,526250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8574255Z","ETW","Microsoft-Antimalware-Engine",11,"Behavior Monitoring BmModuleLoad",20628,14952,"attack.exe",,,"Behavior Monitoring BmModuleLoad",,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8575144Z","ETW","Microsoft-Antimalware-Engine",59,"Message Info ",1912,10256,"MsMpEng.exe",,,"Message Info ",,,,0,"Behavior:Win32/NonStdSvchostProcess.A","0x19B3378537B0","a46a2542652cb8bc637538e84e4072ba74767f54",,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8575538Z","ETW","Microsoft-Antimalware-Engine",11,"Behavior Monitoring BmModuleLoad",20628,14952,"attack.exe",,,"Behavior Monitoring BmModuleLoad",,"C:\Windows\System32\ntdll.dll",,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8577899Z","ETW","Microsoft-Antimalware-Engine",43,"ExpensiveOperationTaskExpensiveOperationBegin",1912,10256,"MsMpEng.exe",,,"ExpensiveOperationTaskExpensiveOperationBegin","BM InitializeFriendlyStatus::IsKnownFriendly()","C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,[],,,,,,,,,,,,,625000,,,,,,,,,,,,,,,,,,,,,,,,,20628,true,,,,,,,,,,,,,,
"2025-09-01 14:45:32.8577950Z","ETW","Microsoft-Antimalware-Engine",67,"ExpensiveOperationTaskExpensiveOperationEnd",1912,10256,"MsMpEng.exe",,,"ExpensiveOperationTaskExpensiveOperationEnd","BM InitializeFriendlyStatus::IsKnownFriendly()","C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,[],,,,,,,,,,,,,625000,,,,,,,,,,,,,,,,,,,,,,,,,20628,false,0,0,,,,,,,,,,,,
"2025-09-01 14:45:32.8579353Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart",20628,10256,"attack.exe",,,"Behavior Monitoring BmNotificationHandleStart",,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16401,3016034,0,,,,,,,,,
