timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid
"2025-10-26 18:58:17.3285646Z","2025-10-26 18:58:17.3285646Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\usoapi.dll",,,,,,,,,,,,,,,,,,,140725165096960,140725165096960,203992,204800,117387780,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3285703Z","2025-10-26 18:58:17.3285703Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25090.3009-0\MpOAV.dll",,,,,,,,,,,,,,,,,,,140725524103168,140725524103168,693009,663552,1610937559,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3285852Z","2025-10-26 18:58:17.3285852Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\amsi.dll",,,,,,,,,,,,,,,,,,,140725524824064,140725524824064,153809,118784,1780951577,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3286011Z","2025-10-26 18:58:17.3286011Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,,,,,,,,,,140725525610496,140725525610496,95818,86016,1684887574,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3286233Z","2025-10-26 18:58:17.3286233Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,,,,,,,,,,140725526200320,140725526200320,1010423,983040,214479534,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3286506Z","2025-10-26 18:58:17.3286506Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\UUS\Packages\Preview\amd64\updatepolicycore.dll",,,,,,,,,,,,,,,,,,,140725540880384,140725540880384,302772,286720,715327156,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3286641Z","2025-10-26 18:58:17.3286641Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\wbem\wbemprox.dll",,,,,,,,,,,,,,,,,,,140725627977728,140725627977728,128849,73728,1588632653,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3286876Z","2025-10-26 18:58:17.3286876Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\updatepolicy.dll",,,,,,,,,,,,,,,,,,,140726067855360,140726067855360,179537,155648,395390949,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3286997Z","2025-10-26 18:58:17.3286997Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\WofUtil.dll",,,,,,,,,,,,,,,,,,,140726070738944,140726070738944,106662,61440,1857004423,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3287234Z","2025-10-26 18:58:17.3287234Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25090.3009-0\MpRtp.dll",,,,,,,,,,,,,,,,,,,140726112813056,140726112813056,1276175,1236992,2722975008,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3287475Z","2025-10-26 18:58:17.3287475Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25090.3009-0\MpCommu.dll",,,,,,,,,,,,,,,,,,,140726118776832,140726118776832,628877,577536,1486856175,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3287632Z","2025-10-26 18:58:17.3287632Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\UUS\Packages\Preview\amd64\UusBrain.dll",,,,,,,,,,,,,,,,,,,140726183854080,140726183854080,476475,442368,436131122,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3287717Z","2025-10-26 18:58:17.3287717Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\wusys.dll",,,,,,,,,,,,,,,,,,,140726187327488,140726187327488,333232,307200,3729922798,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3287846Z","2025-10-26 18:58:17.3287846Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\cryptnet.dll",,,,,,,,,,,,,,,,,,,140726281306112,140726281306112,270454,241664,1579831675,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3288040Z","2025-10-26 18:58:17.3288040Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\ncryptsslp.dll",,,,,,,,,,,,,,,,,,,140726290546688,140726290546688,310492,270336,4015176457,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3288193Z","2025-10-26 18:58:17.3288193Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\wscapi.dll",,,,,,,,,,,,,,,,,,,140726293233664,140726293233664,345378,286720,2069950785,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3288725Z","2025-10-26 18:58:17.3288725Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\Windows.Management.Workplace.dll",,,,,,,,,,,,,,,,,,,140726317875200,140726317875200,233637,196608,2213485764,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3288901Z","2025-10-26 18:58:17.3288901Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\SecurityCenterBrokerPS.dll",,,,,,,,,,,,,,,,,,,140726357065728,140726357065728,75185,53248,3827922713,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3289038Z","2025-10-26 18:58:17.3289038Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\fltLib.dll",,,,,,,,,,,,,,,,,,,140726362177536,140726362177536,121535,49152,1539489781,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3289275Z","2025-10-26 18:58:17.3289275Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\webio.dll",,,,,,,,,,,,,,,,,,,140726367027200,140726367027200,859160,798720,651400998,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3289417Z","2025-10-26 18:58:17.3289417Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\iertutil.dll",,,,,,,,,,,,,,,,,,,140726370893824,140726370893824,2958748,2904064,147340823,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3289534Z","2025-10-26 18:58:17.3289534Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\urlmon.dll",,,,,,,,,,,,,,,,,,,140726373842944,140726373842944,1927318,1966080,1621290776,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3289686Z","2025-10-26 18:58:17.3289686Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25090.3009-0\MpSvc.dll",,,,,,,,,,,,,,,,,,,140726376660992,140726376660992,6235383,6246400,2764527845,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3289922Z","2025-10-26 18:58:17.3289922Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\srvcli.dll",,,,,,,,,,,,,,,,,,,140726386294784,140726386294784,181029,167936,239922031,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3290048Z","2025-10-26 18:58:17.3290048Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,,,,,,,,,,140726388654080,140726388654080,511578,499712,598598288,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3290106Z","2025-10-26 18:58:17.3290106Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25090.3009-0\MpClient.dll",,,,,,,,,,,,,,,,,,,140726400057344,140726400057344,1830560,1814528,2064404532,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3290225Z","2025-10-26 18:58:17.3290225Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\tdh.dll",,,,,,,,,,,,,,,,,,,140726407659520,140726407659520,534061,487424,1618259894,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3290424Z","2025-10-26 18:58:17.3290424Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\xmllite.dll",,,,,,,,,,,,,,,,,,,140726421225472,140726421225472,292265,278528,2224723375,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3290608Z","2025-10-26 18:58:17.3290608Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\BitsProxy.dll",,,,,,,,,,,,,,,,,,,140726427254784,140726427254784,128253,94208,2378853347,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3290718Z","2025-10-26 18:58:17.3290718Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\netapi32.dll",,,,,,,,,,,,,,,,,,,140726441934848,140726441934848,142018,106496,2053609766,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3290857Z","2025-10-26 18:58:17.3290857Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\npmproxy.dll",,,,,,,,,,,,,,,,,,,140726471622656,140726471622656,124253,102400,1533975845,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3291081Z","2025-10-26 18:58:17.3291081Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\FWPUCLNT.DLL",,,,,,,,,,,,,,,,,,,140726472278016,140726472278016,553343,548864,2798181799,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3291212Z","2025-10-26 18:58:17.3291212Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\wkscli.dll",,,,,,,,,,,,,,,,,,,140726476865536,140726476865536,139865,110592,3633458481,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3291348Z","2025-10-26 18:58:17.3291348Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\winhttp.dll",,,,,,,,,,,,,,,,,,,140726477651968,140726477651968,1242852,1175552,1286250613,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3291472Z","2025-10-26 18:58:17.3291472Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\rasadhlp.dll",,,,,,,,,,,,,,,,,,,140726480666624,140726480666624,64713,45056,513791454,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3291623Z","2025-10-26 18:58:17.3291623Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\dhcpcsvc6.dll",,,,,,,,,,,,,,,,,,,140726480928768,140726480928768,180304,122880,1276644131,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3291734Z","2025-10-26 18:58:17.3291734Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\OneCoreUAPCommonProxyStub.dll",,,,,,,,,,,,,,,,,,,140726487220224,140726487220224,6680077,6610944,2584494626,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3291810Z","2025-10-26 18:58:17.3291810Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\mpr.dll",,,,,,,,,,,,,,,,,,,140726494560256,140726494560256,170982,135168,2926912377,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3291884Z","2025-10-26 18:58:17.3291884Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\version.dll",,,,,,,,,,,,,,,,,,,140726494756864,140726494756864,72452,45056,2275202464,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3291961Z","2025-10-26 18:58:17.3291961Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\dhcpcsvc.dll",,,,,,,,,,,,,,,,,,,140726498820096,140726498820096,192895,143360,1183764692,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3292068Z","2025-10-26 18:58:17.3292068Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\netprofm.dll",,,,,,,,,,,,,,,,,,,140726519529472,140726519529472,463418,442368,3729292249,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3292251Z","2025-10-26 18:58:17.3292251Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\taskschd.dll",,,,,,,,,,,,,,,,,,,140726523396096,140726523396096,696212,659456,814776970,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3292327Z","2025-10-26 18:58:17.3292327Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\amsiproxy.dll",,,,,,,,,,,,,,,,,,,140726527066112,140726527066112,90411,36864,4260670563,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3292904Z","2025-10-26 18:58:17.3292904Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\policymanager.dll",,,,,,,,,,,,,,,,,,,140726541156352,140726541156352,786418,737280,1428825312,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3293071Z","2025-10-26 18:58:17.3293071Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\secur32.dll",,,,,,,,,,,,,,,,,,,140726561734656,140726561734656,112844,53248,632019051,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3293196Z","2025-10-26 18:58:17.3293196Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\wtsapi32.dll",,,,,,,,,,,,,,,,,,,140726561800192,140726561800192,230812,172032,3421410715,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3293302Z","2025-10-26 18:58:17.3293302Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\winnsi.dll",,,,,,,,,,,,,,,,,,,140726563766272,140726563766272,107434,61440,1121508449,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3293510Z","2025-10-26 18:58:17.3293510Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\windows.storage.dll",,,,,,,,,,,,,,,,,,,140726573858816,140726573858816,8887203,8769536,798214261,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3293633Z","2025-10-26 18:58:17.3293633Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\slc.dll",,,,,,,,,,,,,,,,,,,140726583296000,140726583296000,203729,184320,3622478978,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3293737Z","2025-10-26 18:58:17.3293737Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\fwbase.dll",,,,,,,,,,,,,,,,,,,140726584016896,140726584016896,295650,278528,2057615113,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3294124Z","2025-10-26 18:58:17.3294124Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\FirewallAPI.dll",,,,,,,,,,,,,,,,,,,140726584344576,140726584344576,746940,724992,1197595653,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3294292Z","2025-10-26 18:58:17.3294292Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\netutils.dll",,,,,,,,,,,,,,,,,,,140726585393152,140726585393152,80696,53248,865845000,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3294404Z","2025-10-26 18:58:17.3294404Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\samcli.dll",,,,,,,,,,,,,,,,,,,140726585458688,140726585458688,131425,110592,1737932523,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3294510Z","2025-10-26 18:58:17.3294510Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\IPHLPAPI.DLL",,,,,,,,,,,,,,,,,,,140726586114048,140726586114048,233387,212992,3944180401,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3294584Z","2025-10-26 18:58:17.3294584Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\dnsapi.dll",,,,,,,,,,,,,,,,,,,140726586769408,140726586769408,1246022,1204224,1876379452,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3294758Z","2025-10-26 18:58:17.3294758Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\schannel.dll",,,,,,,,,,,,,,,,,,,140726590046208,140726590046208,829457,798720,3279394077,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3294866Z","2025-10-26 18:58:17.3294866Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\rsaenh.dll",,,,,,,,,,,,,,,,,,,140726591291392,140726591291392,285716,241664,26468263,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3295004Z","2025-10-26 18:58:17.3295004Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,,,,,,,,,140726591946752,140726591946752,177968,110592,3162933716,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3295084Z","2025-10-26 18:58:17.3295084Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\ntmarta.dll",,,,,,,,,,,,,,,,,,,140726593126400,140726593126400,286201,221184,2803059627,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3295196Z","2025-10-26 18:58:17.3295196Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\sspicli.dll",,,,,,,,,,,,,,,,,,,140726594699264,140726594699264,361158,299008,783585637,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3295416Z","2025-10-26 18:58:17.3295416Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\mswsock.dll",,,,,,,,,,,,,,,,,,,140726597648384,140726597648384,480593,438272,800841834,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3295505Z","2025-10-26 18:58:17.3295505Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\gpapi.dll",,,,,,,,,,,,,,,,,,,140726598107136,140726598107136,177746,159744,3101548063,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3295624Z","2025-10-26 18:58:17.3295624Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\userenv.dll",,,,,,,,,,,,,,,,,,,140726598303744,140726598303744,247163,176128,4021294584,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3295730Z","2025-10-26 18:58:17.3295730Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\cryptsp.dll",,,,,,,,,,,,,,,,,,,140726600466432,140726600466432,183952,110592,3895805144,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3295811Z","2025-10-26 18:58:17.3295811Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\cryptbase.dll",,,,,,,,,,,,,,,,,,,140726600597504,140726600597504,122365,49152,380941869,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3295992Z","2025-10-26 18:58:17.3295992Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\msasn1.dll",,,,,,,,,,,,,,,,,,,140726600925184,140726600925184,127421,77824,2379411910,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3296068Z","2025-10-26 18:58:17.3296068Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\ntasn1.dll",,,,,,,,,,,,,,,,,,,140726602366976,140726602366976,300816,258048,2667946327,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 18:58:17.3296166Z","2025-10-26 18:58:17.3296166Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 3260 MsMpEng.exe",5728,,," 3260 MsMpEng.exe",,,"C:\Windows\System32\ncrypt.dll",,,,,,,,,,,,,,,,,,,140726602694656,140726602694656,244655,196608,2767043398,,,,,,,,,,,,,,,,,,,,,,,,,
