timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-10-26 19:55:23.2059829Z","2025-10-26 19:55:23.2059829Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","  684 EDRSandblast.exe",10852,,,"  684 EDRSandblast.exe",,,,,,,,,,,,,18446742479314231296,18446742479314206720,140726660193216,0,266830159872,9200,266834280448,266834276352,140726660193216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2060307Z","2025-10-26 19:55:23.2060307Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,140726611017728,140726611017728,1399211,1355776,1508749768,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2063394Z","2025-10-26 19:55:23.2063394Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,,,,,,,,,140726623862784,140726623862784,806569,737280,3871129049,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2067507Z","2025-10-26 19:55:23.2067507Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,,,,,,,,,140726653878272,140726653878272,758106,692224,3198461912,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2071869Z","2025-10-26 19:55:23.2071869Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",10852,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\version.dll",,,,,,,,,,,,,,,,,,,140726494756864,140726494756864,72452,45056,2275202464,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2071926Z","2025-10-26 19:55:23.2071926Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3988,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\dbghelp.dll",,,,,,,,,,,,,,,,,,,140726416048128,140726416048128,2282862,2367488,82455296,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2072841Z","2025-10-26 19:55:23.2072841Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",9200,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\winhttp.dll",,,,,,,,,,,,,,,,,,,140726477651968,140726477651968,1242852,1175552,1286250613,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2073941Z","2025-10-26 19:55:23.2073941Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,,,,,,,,,140726644113408,140726644113408,731199,679936,117823328,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2075976Z","2025-10-26 19:55:23.2075976Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3988,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,,,,,,,,,140726628974592,140726628974592,3695857,3649536,2074935505,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2076755Z","2025-10-26 19:55:23.2076755Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,,,,,,,,,140726645227520,140726645227520,1185784,1146880,3598429018,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2079568Z","2025-10-26 19:55:23.2079568Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3988,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\oleaut32.dll",,,,,,,,,,,,,,,,,,,140726634151936,140726634151936,902937,880640,3898092977,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2080237Z","2025-10-26 19:55:23.2080237Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\ole32.dll",,,,,,,,,,,,,,,,,,,140726624649216,140726624649216,1710585,1671168,770585389,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2082626Z","2025-10-26 19:55:23.2082626Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3988,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,,,,,,,,,140726621634560,140726621634560,649125,667648,1093144332,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2082850Z","2025-10-26 19:55:23.2082850Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,,,,,,,,,1446404292608,1446404292608,649125,667648,1093144332,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2083900Z","2025-10-26 19:55:23.2083900Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,,,,,,,,,1446404292608,1446404292608,649125,679936,1093144332,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2085120Z","2025-10-26 19:55:23.2085120Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\gdi32.dll",,,,,,,,,,,,,,,,,,,140726659252224,140726659252224,224859,176128,234412959,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2087602Z","2025-10-26 19:55:23.2087602Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\win32u.dll",,,,,,,,,,,,,,,,,,,140726612983808,140726612983808,189889,159744,3893946825,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2088709Z","2025-10-26 19:55:23.2088709Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\gdi32full.dll",,,,,,,,,,,,,,,,,,,140726618030080,140726618030080,1265787,1232896,1728895390,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2090245Z","2025-10-26 19:55:23.2090245Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\user32.dll",,,,,,,,,,,,,,,,,,,140726646472704,140726646472704,1879241,1855488,560336548,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2092107Z","2025-10-26 19:55:23.2092107Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\crypt32.dll",,,,,,,,,,,,,,,,,,,140726620061696,140726620061696,1534966,1536000,2566642874,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2112638Z","2025-10-26 19:55:23.2112638Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\imm32.dll",,,,,,,,,,,,,,,,,,,140726626353152,140726626353152,237947,192512,2763417762,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2219985Z","2025-10-26 19:55:23.2219985Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\IPHLPAPI.DLL",,,,,,,,,,,,,,,,,,,140726586114048,140726586114048,233387,212992,3944180401,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2223738Z","2025-10-26 19:55:23.2223738Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,,,,,,,,,,140726659186688,140726659186688,99834,40960,2455530400,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2234641Z","2025-10-26 19:55:23.2234641Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\dhcpcsvc6.dll",,,,,,,,,,,,,,,,,,,140726480928768,140726480928768,180304,122880,1276644131,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2250620Z","2025-10-26 19:55:23.2250620Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\dhcpcsvc.dll",,,,,,,,,,,,,,,,,,,140726498820096,140726498820096,192895,143360,1183764692,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2265130Z","2025-10-26 19:55:23.2265130Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  684 EDRSandblast.exe",3644,,,"  684 EDRSandblast.exe",,,"C:\Windows\System32\ws2_32.dll",,,,,,,,,,,,,,,,,,,140726658662400,140726658662400,549520,475136,3049895352,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2282249Z","2025-10-26 19:55:23.2282249Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,,"  684 EDRSandblast.exe",,,,,,,,,,,,,18446742479314059264,18446742479314034688,140726660193216,0,266830168064,3332,266835329024,266835324928,140726660193216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-26 19:55:23.2284609Z","2025-10-26 19:55:23.2284609Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","  684 EDRSandblast.exe",3332,,,"  684 EDRSandblast.exe",,,,,,,,,,,,,18446742479316533248,18446742479316508672,140726660193216,0,266830176256,6328,266836377600,266836373504,140726660193216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
