timestamp,type,provider_name,event_id,task_name,process_id,thread_id,ppid,pid,targetpid,targettid,message,processid,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,attrid,attrseq,attrsubset,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,action,key,vault,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,desiredaccess,returncode,creationtime,engineid,flags,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,processcontextid,data,startstop,threadtime,classification,eventtype,fileid,fileusn,info,scansource,deltacpu,deltawall,featureid,id,process,reason,linksourcename,linktargetname,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,integritylevel,accessmask,washardened,oldfilename,frozenprocessid,channel,eventid,biggestoffsetwritten,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,startqpc,count,terminationtime,processimagepath,taintreason,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,targetprocesscreationtime,targetprocessstartkey
"2025-09-05 12:45:52.8944544Z","ETW","Microsoft-Antimalware-Engine",4,"Versions Info "," 1912 MsMpEng.exe",11040,,,,,,,,,,,,,,,,"1.435.594.0","1.435.594.0","1.1.25070.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.8952140Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFileInfo ","    4 System",2708,,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi.etl",,,,,,,,,,,,128,83886112,18446660011127230752,18446660011113970312,2708,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.8952338Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",2708,,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi.etl",,,,,,,,,,,,,,,,,,18446708904574845296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.8954386Z","ETW","Microsoft-Antimalware-Engine",71,"Behavior Monitoring BmFileCreateEx"," 1912 MsMpEng.exe",11040,,"    4 System",,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi.etl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.8955096Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,16384,5902738,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.8963366Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,16384,5902738,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.8965144Z","ETW","Microsoft-Antimalware-Engine",44,"MetaStoreTaskMetaStoreAction"," 1912 MsMpEng.exe",11040,,,,,,,,,2147943568,,,,,,,,,,,,,,,,,,,,,,,"query",12413894993926820300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9003829Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","11928 RuntimeBroker.exe",12160,,,"11928 RuntimeBroker.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380760,18446639081617580032,18446639081617555456,140736917348896,0,878230347776,12160,878227619840,878227570688,140736917348896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9004552Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2692 svchost.exe",14180,,," 2692 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241680,18446639081617035264,18446639081617010688,140736917348896,0,131317923840,14180,131316383744,131316350976,140736917348896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9182608Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544ex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9183053Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9183951Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902739,0,false,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9184212Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"10596 devenv.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9184456Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"10596 devenv.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902739,1,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9187651Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544sy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9187921Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902740,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9188669Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902740,0,false,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9188883Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"10596 devenv.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902740,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9189024Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"10596 devenv.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902740,1,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9193923Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544gl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9194114Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9194428Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",9580,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9194630Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902741,0,false,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9194767Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902742,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9194929Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",3012,,"10596 devenv.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902741,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9195048Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",3012,,"10596 devenv.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902741,1,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9195258Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902742,0,false,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9195479Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"10596 devenv.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9195547Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"10596 devenv.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902742,1,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9197101Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544db",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9197444Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902743,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9197783Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902743,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9201669Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544astex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9202039Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902744,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9202296Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902744,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9203477Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544astsy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9203997Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9204172Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544astgl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9204360Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902745,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9204459Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902746,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9204607Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902746,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9206689Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544astin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9206932Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902747,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9207144Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902747,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9210326Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,"C:\Users\hacker\AppData\Local\Temp\_CL_4176d68119ed929a89f1949062097544astdb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9210620Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902748,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9211081Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",3012,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,16387,5902748,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9215843Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 9164 cl.exe",17892,,," 9164 cl.exe",,,,"C:\Windows\System32\psapi.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140736902070272,140736902070272,102773,45056,992462114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9224765Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 9164 cl.exe",17892,,," 9164 cl.exe",,,,"C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Tools\MSVC\14.44.35207\bin\Hostx64\x64\c1xx.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140733796057088,140733796057088,12345301,12615680,1398531295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9228955Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 9164 cl.exe",6456,,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7380360,18446639081630961664,18446639081630937088,140736917348896,0,392917450752,6456,392985313280,392985305088,140736917348896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9229030Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 9164 cl.exe",8556,,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3826980,18446639081630617600,18446639081630593024,140736917348896,0,392917442560,8556,392968536064,392968527872,140736917348896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9229386Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 9164 cl.exe",6944,,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6260500,18446639081618182144,18446639081618157568,140736917348896,0,392917434368,6944,392951758848,392951746560,140736917348896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-05 12:45:52.9243411Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 9164 cl.exe",17892,,," 9164 cl.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42544536660,18446639081630732288,18446639081630707712,140700978694072,0,392917426176,17892,392934981632,392934387712,140700978694072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
