timestamp,type,provider_name,event_id,task_name,process_id,thread_id,ppid,pid,targetpid,message,processid,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,attrid,attrseq,attrsubset,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,desiredaccess,returncode,targetprocessid,accessmask,washardened,processcontextid,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,targetthreatid,id,process,reason,threadtime,action,key,vault,biggestoffsetwritten,creationtime,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,classification,eventtype,fileid,fileusn,info,scansource,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,featureid,defaultbase,imagebase,imagesize,data,startstop,deltacpu,deltawall,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,linksourcename,linktargetname,channel,eventid,startqpc,oldfilename,featuretype,keypath,newvalue,oldvalue,usermode,valuename,ttid,processimagepath,taintreason,count,terminationtime,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,targetprocesscreationtime,targetprocessstartkey
"2025-09-04 18:45:04.0558514Z","ETW","Microsoft-Antimalware-Engine",4,"Versions Info "," 1912 MsMpEng.exe",11040,,,,,,,,,,,,,,,"1.435.573.0","1.435.573.0","1.1.25070.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.0564636Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFileInfo ","    4 System",17440,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi.etl",,,,,,,,,,,,128,83886112,18446660011186168128,18446660010853951608,17440,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.0564768Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",17440,,,,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi.etl",,,,,,,,,,,,,,,,,,18446708904926851440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.0566508Z","ETW","Microsoft-Antimalware-Engine",71,"Behavior Monitoring BmFileCreateEx"," 1912 MsMpEng.exe",11040,,"    4 System",,,,"C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEDRi.etl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.0567057Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,16384,5665187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.0572314Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,16384,5665187,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.2770777Z","ETW","Microsoft-Antimalware-Engine",15,"Behavior Monitoring BmFileDelete"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,"C:\Users\hacker\AppData\Local\Microsoft\VSApplicationInsights\vstelf3e86b4023cc43f0be495508d51f588a\20250904184503_284d576605cd431d87e3db7f4be841c6.trn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.2771381Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16387,5665188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.2772340Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16387,5665188,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5930758Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,10596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5931065Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,10596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5931299Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035711,0,10596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5932470Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe","10596 devenv.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047999,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5933351Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5933639Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665189,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5977426Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5977567Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5977728Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035711,0,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5978241Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe","10036 Microsoft.ServiceHub.Controller.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047999,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5978686Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1912 MsMpEng.exe",11040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5978792Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1912 MsMpEng.exe",11040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5979120Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1912 MsMpEng.exe",11040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5980818Z","ETW","Microsoft-Antimalware-Engine",109,"Behavior Monitoring BmProcessContextStart"," 1912 MsMpEng.exe",11040,,"10036 Microsoft.ServiceHub.Controller.exe",,,,"N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341004521072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5980991Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1912 MsMpEng.exe",11040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052672,0,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5981493Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5981624Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665190,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5985848Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5986025Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5986169Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035711,0,3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5986691Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe"," 3312 ServiceHub.VSDetouredHost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047999,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5987079Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5987155Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665191,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5994294Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,19892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5994396Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,19892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5994552Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035711,0,19892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5994935Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe","19892 ServiceHub.ThreadedWaitDialog.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047999,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5995214Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.5995364Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665192,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6002509Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,17880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6002628Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,17880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6002859Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035711,0,17880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6003679Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe","17880 ServiceHub.IdentityHost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047999,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6003986Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665193,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6004054Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665193,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6010931Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,10552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6011122Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,10552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6011255Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035711,0,10552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6011735Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe","10552 ServiceHub.IntellicodeModelService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047999,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6012154Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6012226Z","ETW","Microsoft-Antimalware-Engine",112,"Behavior Monitoring BmNotificationHandleStop"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665194,0,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6019374Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,12368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6019477Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,12368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6019658Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  504 PerfWatson2.exe",12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035711,0,12368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6020212Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe","12368 ServiceHub.IndexingService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047999,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-04 18:45:04.6020577Z","ETW","Microsoft-Antimalware-Engine",111,"Behavior Monitoring BmNotificationHandleStart"," 1912 MsMpEng.exe",11040,,"  504 PerfWatson2.exe",,,,,,,,,,,,,,,,,,,,,,,16427,5665195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
