timestamp,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,cycletime,classification,eventtype,fileid,fileusn,info,scansource,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,defaultbase,imagebase,imagesize,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,targetprocesscreationtime,targetprocessstartkey,Source Name,Long Description,Timestamp
"2025-10-07 13:38:29.4121258Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 3268 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:29.4147951Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 7276 smartscreen.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:29.4148026Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 7276 smartscreen.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:29.4148077Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 7276 smartscreen.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:29.5373135Z","myETW","EDRi-Provider",4242,"[+] EDRi START MARKER","14888 EDRi.exe",,,,,,"[+] EDRi START MARKER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILE,Name:,2020-20-20 20:20:20
"2025-10-07 13:38:29.7935476Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","14888 EDRi.exe",3436,,," 3268 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:29.7942365Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","14888 EDRi.exe",3436,,," 3268 MsMpEng.exe",,,,,,,,,,,,18446732037825433600,18446732037825409024,140725765221760,0,859795501056,13016,859794374656,859794309120,140725765221760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:29.7943986Z","myETW","EDRi-Provider",4242,"[<] Before decrypting the attack exe","14888 EDRi.exe",,,,,,"[<] Before decrypting the attack exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILE,Name:,2020-20-20 20:20:20
"2025-10-07 13:38:29.8049773Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",5972,,,,,,"C:\Users\Public\Downloads",,,,,,,,,,,,,,,,,,,,,,,,18446713878124907040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:29.8061220Z","myETW","EDRi-Provider",4242,"[>]  After decrypting the attack exe","14888 EDRi.exe",,,,,,"[>]  After decrypting the attack exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILE,Name:,2020-20-20 20:20:20
"2025-10-07 13:38:29.8074211Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3268 MsMpEng.exe",13016,,," 3268 MsMpEng.exe",,,,,,,,,,,,18446732037825433600,18446732037825409024,140725765221760,0,859795501056,13016,859794374656,859794309120,140725765221760,,,,,,,,,,10850140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:30.3920882Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3268 MsMpEng.exe",9520,,,,,,"C:\Windows\explorer.exe",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,1,56,153682,2642226088,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-07 13:38:30.6097955Z","ETW","Microsoft-Windows-Kernel-Network",12,"KERNEL_NETWORK_TASK_TCPIPConnection attempted. ","    0 [System Process]",0,," 2724 MpDefenderCoreService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,834669363,47873,1460,65535,0,0,251789322,0,0,0,35038,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:30.6419838Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 2724 MpDefenderCoreService.exe",8736,,," 2724 MpDefenderCoreService.exe",,,,,,,,,,,,18446732037750935552,18446732037750910976,140725747970432,107,419303858176,12900,419307192320,419307171840,140725747970432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:30.6431265Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 3056 svchost.exe",15828,,," 2724 MpDefenderCoreService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1048576,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:30.8089025Z","myETW","EDRi-Provider",4242,"[<] Before starting the attack exe","14888 EDRi.exe",,,,,,"[<] Before starting the attack exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILE,Name:,2020-20-20 20:20:20
"2025-10-07 13:38:31.8731267Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStartStart ","14888 EDRi.exe",6316,,,"  836 attack.exe",,,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134043179118730813,0,0,"0x","","",14888,3215,3217,2,1,0,1,1758366030,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.8736288Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","14888 EDRi.exe",6316,,,"  836 attack.exe",,,,,,,,,,,,18446732037751771136,18446732037751746560,140701885219440,0,105977221120,15212,105978527744,105978523648,140701885219440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.8823726Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1758366030,140701885202432,140701885202432,53248,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.8824046Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\ntdll.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538346,,,,,,,,,,,4095582503,140725785985024,140725785985024,2523136,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.8827535Z","myETW","EDRi-Provider",4242,"[>]  After starting the attack exe","14888 EDRi.exe",,,,,,"[>]  After starting the attack exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILE,Name:,2020-20-20 20:20:20
"2025-10-07 13:38:31.8898806Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\kernel32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844151,,,,,,,,,,,1746094868,140725764947968,140725764947968,823296,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.8899715Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\KernelBase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213697,,,,,,,,,,,4191898041,140725742534656,140725742534656,4136960,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9468059Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806569,,,,,,,,,,,3871129049,140725784739840,140725784739840,737280,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9479161Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703074,,,,,,,,,,,328887500,140725784018944,140725784018944,692224,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9482596Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","  836 attack.exe",15212,,,"  836 attack.exe",,,,,,,,,,,,18446732037793107968,18446732037793083392,140725786467264,0,105977229312,13068,105979576320,105979572224,140725786467264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9484448Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731643,,,,,,,,,,,3063217625,140725763899392,140725763899392,679936,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9485768Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191012,,,,,,,,,,,1426853430,140725753806848,140725753806848,1146880,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9488477Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","  836 attack.exe",13068,,,"  836 attack.exe",,,,,,,,,,,,18446732037751480320,18446732037751455744,140725786467264,0,105977237504,3564,105980624896,105980620800,140725786467264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9489474Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429220,,,,,,,,,,,2977824535,140725740371968,140725740371968,1355776,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9491202Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","  836 attack.exe",3564,,,"  836 attack.exe",,,,,,,,,,,,18446732037832085504,18446732037832060928,140725786467264,0,105977245696,15616,105981673472,105981669376,140725786467264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9506689Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",13068,,,"  836 attack.exe",,,"C:\Windows\System32\vcruntime140_1.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57827,,,,,,,,,,,240324076,140725683290112,140725683290112,49152,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9513101Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146072,,,,,,,,,,,254123393,140725682896896,140725682896896,122880,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9517061Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",3564,,,"  836 attack.exe",,,"C:\Windows\System32\msvcp140.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570439,,,,,,,,,,,1564323704,140725409415168,140725409415168,561152,,,,,,,,,,,,,,,
"2025-10-07 13:38:31.9574889Z","myETW","Attack-Provider",1337,"[+] Injector started with PID 836","  836 attack.exe",,,,,,"[+] Injector started with PID 836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREFETCH,was executed,2020-20-20 20:20:20
"2025-10-07 13:38:32.9472874Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3268 MsMpEng.exe",9520,,,,,,"C:\Windows\System32\conhost.exe",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,1,56,149830,2642346088,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-07 13:38:34.4264729Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4264768Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4264877Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4274506Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 2724 MpDefenderCoreService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4274536Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 2724 MpDefenderCoreService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4274626Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 2724 MpDefenderCoreService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4275850Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 3268 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4275891Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 3268 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4275935Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 3268 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4297587Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 7276 smartscreen.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4297639Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 7276 smartscreen.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4297688Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,," 7276 smartscreen.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4298955Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,,"  836 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4299068Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,,"  836 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:34.4299139Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 1960 VBoxService.exe",1332,,,"  836 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9681152Z","myETW","Attack-Provider",1337,"[<] Before starting subprocess to inject to","  836 attack.exe",,,,,,"[<] Before starting subprocess to inject to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREFETCH,was executed,2020-20-20 20:20:20
"2025-10-07 13:38:37.9691734Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","  836 attack.exe",15212,,,,,,"C:\Windows\System32\notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,18446713878561811360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9693357Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","  836 attack.exe",15212,,,,,,"C:\Windows\System32\notepad.exe:WofCompressedData",,,,,,,,,,,,,,,,,,,,,,,,18446713878547512496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9811499Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\ApiSetHost.AppExecutionAlias.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238465,,,,,,,,,,,417936622,140725408366592,140725408366592,176128,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9823836Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730875,,,,,,,,,,,4071572299,140725756100608,140725756100608,3649536,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9826167Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680167,,,,,,,,,,,1203364414,140725737488384,140725737488384,667648,,,,,,,,,,,,,,,
