timestamp,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,cycletime,classification,eventtype,fileid,fileusn,info,scansource,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,defaultbase,imagebase,imagesize,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,targetprocesscreationtime,targetprocessstartkey,Source Name,Long Description,Timestamp
"2025-10-07 13:38:37.9831232Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",3564,,,"  836 attack.exe",,,"C:\Windows\System32\profapi.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182967,,,,,,,,,,,2107422311,140725736374272,140725736374272,167936,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9858214Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\windows.storage.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8854759,,,,,,,,,,,436318088,140725700132864,140725700132864,8769536,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9867262Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025895,,,,,,,,,,,1316142581,140725767766016,140725767766016,991232,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9873478Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\shlwapi.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465416,,,,,,,,,,,960017527,140725769076736,140725769076736,401408,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9892581Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","  836 attack.exe",15212,,,,,,"C:\Users\hacker\AppData\Local\Microsoft\WindowsApps\notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,18446713878561819456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9899075Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,,"  836 attack.exe",,,,,,,,,,,,18446732037830049792,18446732037830025216,140725786467264,0,105977253888,16380,105982722048,105982717952,140725786467264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9900714Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","  836 attack.exe",16380,,,"  836 attack.exe",,,,,,,,,,,,18446732037812400128,18446732037812375552,140725786467264,0,105977262080,15072,105983770624,105983766528,140725786467264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:37.9909298Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5352 svchost.exe",3888,,,"  836 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1049792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0069426Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177968,,,,,,,,,,,3162933716,140725718220800,140725718220800,110592,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0076114Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\daxexec.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162516,,,,,,,,,,,2190381932,140725370617856,140725370617856,1146880,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0082078Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\oleaut32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902937,,,,,,,,,,,3898092977,140725761146880,140725761146880,880640,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0086982Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15616,,,"  836 attack.exe",,,"C:\Windows\System32\container.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342070,,,,,,,,,,,3129326832,140725370290176,140725370290176,307200,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0108069Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\bcryptprimitives.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646682,,,,,,,,,,,296623326,140725738209280,140725738209280,622592,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0113171Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\clbcatq.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773618,,,,,,,,,,,4119808238,140725752496128,140725752496128,724992,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0123760Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  596 svchost.exe",11656,,,"  836 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0124048Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  888 svchost.exe",14920,,,"  836 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1048576,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0134962Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","  836 attack.exe",15212,,,"  836 attack.exe",,,,,,,,,,,,18446732037831110656,18446732037831086080,140725757332768,0,105977270272,9760,105984819200,105984811008,140725757332768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0154880Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryPS.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882789,,,,,,,,,,,3687758230,140725414330368,140725414330368,802816,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0161905Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 2596 svchost.exe",14924,,,"  836 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0172855Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 2596 svchost.exe",10764,,,"  836 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0205982Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\AppxAllUserStore.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453941,,,,,,,,,,,48412803,140725415903232,140725415903232,438272,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0222722Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryClient.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348240,,,,,,,,,,,4143706495,140725524168704,140725524168704,290816,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0233436Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryCore.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121290,,,,,,,,,,,3757218032,140725583216640,140725583216640,106496,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0243537Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\capauthz.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396500,,,,,,,,,,,1605668267,140725375008768,140725375008768,380928,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0262377Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","  836 attack.exe",15212,,,"  836 attack.exe",,,"C:\Windows\System32\ntmarta.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286201,,,,,,,,,,,2803059627,140725719400448,140725719400448,221184,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0305604Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStartStart ","  836 attack.exe",15212,,," 6508 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134043179180305236,3,2797727,"0x","Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe","App",836,3217,3221,2,1,0,1,1754496986,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0311920Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","  836 attack.exe",15212,,," 6508 Notepad.exe",,,,,,,,,,,,18446732037831024640,18446732037831000064,140700264740624,0,176612229120,512,176614801408,176614797312,140700264740624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0328626Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info ","  756 csrss.exe",5728,,," 6508 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0328704Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","  756 csrss.exe",5728,,," 6508 Notepad.exe",512,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0377063Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5352 svchost.exe",3888,,,"  836 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,1049792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0400914Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"Info "," 5352 svchost.exe",3888,,," 6508 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,4353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0401108Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info "," 5352 svchost.exe",3888,,," 6508 Notepad.exe",512,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0414428Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797727,,,,,,,,,,,1754496986,140700263514112,140700263514112,2748416,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0414867Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\ntdll.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538346,,,,,,,,,,,4095582503,140725785985024,140725785985024,2523136,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0414872Z","myETW","Attack-Provider",1337,"[>]  After starting subprocess with PID 6508","  836 attack.exe",,,,,,"[>]  After starting subprocess with PID 6508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREFETCH,was executed,2020-20-20 20:20:20
"2025-10-07 13:38:38.0480980Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",11676,,,,,,"C:\Users\hacker\AppData\Local\Packages\Microsoft.WindowsNotepad_8wekyb3d8bbwe\LocalState",,,,,,,,,,,,,,,,,,,,,,,,18446713878239664880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0497110Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",14144,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\Microsoft.UI.Windowing.Core.dll",,,,,,,,,,,,,,,,,,,,,,,,18446713878561782688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0500712Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",8848,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\Microsoft.Internal.FrameworkUdk.dll",,,,,,,,,,,,,,,,,,,,,,,,18446713878220804464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0502098Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",8848,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\Microsoft.Internal.FrameworkUdk.dll:WofCompressedData",,,,,,,,,,,,,,,,,,,,,,,,18446713877940938256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0503064Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",14144,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\Microsoft.UI.Windowing.Core.dll:WofCompressedData",,,,,,,,,,,,,,,,,,,,,,,,18446713878561774768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0507866Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",7920,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\CoreMessagingXP.dll",,,,,,,,,,,,,,,,,,,,,,,,18446713878555775344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0509352Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",7920,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\CoreMessagingXP.dll:WofCompressedData",,,,,,,,,,,,,,,,,,,,,,,,18446713878476575616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0517379Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",10768,,,,,,"C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\msvcp140_atomic_wait.dll",,,,,,,,,,,,,,,,,,,,,,,,18446713878158025072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0518835Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreateInfo ","    4 System",10768,,,,,,"C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33728.0_x64__8wekyb3d8bbwe\msvcp140_atomic_wait.dll:WofCompressedData",,,,,,,,,,,,,,,,,,,,,,,,18446713878236689088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0629348Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\kernel32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844151,,,,,,,,,,,1746094868,140725764947968,140725764947968,823296,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0630593Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\KernelBase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213697,,,,,,,,,,,4191898041,140725742534656,140725742534656,4136960,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0649224Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,,,,,,,,,,18446732037754527744,18446732037754503168,140725786467264,0,176612237312,11608,176615849984,176615845888,140725786467264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0650025Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\user32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879241,,,,,,,,,,,560336548,140725765799936,140725765799936,1855488,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0652045Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\win32u.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178285,,,,,,,,,,,3198837750,140725737291776,140725737291776,159744,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0653152Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,,,,,,,,,,18446732037830078464,18446732037830053888,140725786467264,0,176612245504,6356,176616898560,176616894464,140725786467264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0654290Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\gdi32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224859,,,,,,,,,,,234412959,140725785526272,140725785526272,176128,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0656183Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\gdi32full.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274103,,,,,,,,,,,217008041,140725748891648,140725748891648,1232896,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0657652Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",11608,,," 6508 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\Microsoft.UI.Windowing.Core.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563050,,,,,,,,,,,2113025836,140723192856576,140723192856576,532480,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0658481Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680167,,,,,,,,,,,1203364414,140725737488384,140725737488384,667648,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0660019Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",11608,,," 6508 Notepad.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429220,,,,,,,,,,,2977824535,140725740371968,140725740371968,1355776,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0661014Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429220,,,,,,,,,,,2977824535,1604357783552,1604357783552,1355776,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0661572Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429220,,,,,,,,,,,2977824535,1604357783552,1604357783552,1368064,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0661694Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 6508 Notepad.exe",11608,,," 6508 Notepad.exe",,,,,,,,,,,,18446732037754499072,18446732037754474496,140725786467264,0,176612253696,14396,176617947136,176617943040,140725786467264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0662599Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",11608,,," 6508 Notepad.exe",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730875,,,,,,,,,,,4071572299,140725756100608,140725756100608,3649536,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0663711Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\ole32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710585,,,,,,,,,,,770585389,140725762064384,140725762064384,1671168,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0665750Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",11608,,," 6508 Notepad.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191012,,,,,,,,,,,1426853430,140725753806848,140725753806848,1146880,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0666577Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\shell32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7759663,,,,,,,,,,,3959793346,140725776351232,140725776351232,7651328,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0669491Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",11608,,," 6508 Notepad.exe",,,"C:\Windows\System32\oleaut32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902937,,,,,,,,,,,3898092977,140725761146880,140725761146880,880640,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0669502Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\WinTypes.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531189,,,,,,,,,,,4116530082,140725738864640,140725738864640,1486848,,,,,,,,,,,,,,,
"2025-10-07 13:38:38.0671963Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6508 Notepad.exe",512,,," 6508 Notepad.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806569,,,,,,,,,,,3871129049,140725784739840,140725784739840,737280,,,,,,,,,,,,,,,
