timestamp,type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,data,startstop,threadtime,deltacpu,deltawall,id,process,reason,classification,eventtype,fileid,fileusn,info,scansource,creationtime,engineid,flags,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,processcontextid,accessmask,washardened,featureid,cycletime,createtime,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,defaultbase,imagebase,imagesize,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,targetthreadcreatetime,targetthreadid,fullregionsize,lastprotectionmask,targetaddress,channel,eventid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-09-19 07:41:26.4531764Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",3656,,,,,,"C:\Windows\System32\netutils.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,303664,2096459952,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4574010Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\DXCore.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,657352,2096532000,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4583001Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\ResourcePolicyClient.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,53162,2244083408,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4603807Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\directxdatabasehelper.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,657347,2096523440,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4637136Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\MrmCoreR.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,659224,2095444248,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4644752Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\cfgmgr32.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,294026,2096471120,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4651044Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\Windows.StateRepositoryClient.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,669222,2095465840,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4690729Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\d3d10warp.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,660506,2096538888,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4698260Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\profapi.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,305212,2096478184,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4709165Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\dcomp.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,660281,2096541864,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4716025Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\Microsoft.Internal.WarpPal.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,52347,2244621608,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4730434Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\BCP47mrm.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,295452,2095441064,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4739165Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\TextShaping.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,298615,2096524048,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4863638Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\Windows.UI.Xaml.Controls.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,310327,2095506888,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4957153Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\Windows.UI.Immersive.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,667406,2095708688,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.4976798Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\DataExchange.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,659588,2095442016,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5004938Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.12111.0_x64__8wekyb3d8bbwe\Microsoft.Terminal.Remoting.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,248255,1449185712,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5008998Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\bcrypt.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,658146,2096463352,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5026450Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\Windows.ApplicationModel.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,669108,2095458176,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5059803Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.12111.0_x64__8wekyb3d8bbwe\Microsoft.Terminal.Settings.Model.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,248257,1449185840,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5063841Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\ntmarta.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,306626,2096460624,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5078484Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\shlwapi.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,630008,2122173160,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5096590Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5420999Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.12111.0_x64__8wekyb3d8bbwe\TerminalConnection.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,248279,1449185976,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5426814Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\winhttp.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,668369,2096457696,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5448868Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\ProgramData\Microsoft\VisualStudio\Setup\x64\Microsoft.VisualStudio.Setup.Configuration.Native.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,313063,1413164160,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5484175Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5570426Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\AppExtension.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,316051,2095449720,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5605130Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\Windows.StateRepositoryPS.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,669231,2095423904,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5618879Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5723021Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5728423Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5754117Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5759417Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5766563Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5771657Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5777695Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5781984Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5788229Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5792602Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5800495Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5804394Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5834367Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\twinapi.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,666614,2095786928,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5851688Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\rometadata.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,311534,2095649784,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5859294Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.12111.0_x64__8wekyb3d8bbwe\Microsoft.Terminal.Remoting.winmd",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,244982,1449188456,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.5863324Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\WinMetadata\Windows.Foundation.winmd",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,664556,2120754752,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6012453Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6018227Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6154083Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6160244Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info ","12192 MsMpEng.exe",7000,,,"12192 MsMpEng.exe",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6222901Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\Windows.Globalization.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,661117,2095360904,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6239105Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\BCP47Langs.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,295450,2095466056,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6268260Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\ExplorerFrame.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,660853,2095577168,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6454890Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.12111.0_x64__8wekyb3d8bbwe\Microsoft.Terminal.UI.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,248260,1449188584,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6470700Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",11276,,,,,,"C:\Windows\System32\WindowsCodecs.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,630261,2122167552,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:26.6570766Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup","12192 MsMpEng.exe",3656,,,,,,"C:\Windows\System32\directmanipulation.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,660277,2096529752,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
